ratID	HumanID	ratGeneSymbol	HumanGeneSymbol
ENSRNOG00000020907	ENSG00000149506	Zp1	ZP1
ENSRNOG00000004273	ENSG00000185201	Ifitm1	IFITM2
ENSRNOG00000024127	ENSG00000187527	Atp13a5	ATP13A5
ENSRNOG00000042944	ENSG00000203760	Cenpw	CENPW
ENSRNOG00000015059	ENSG00000180398	Mcfd2	MCFD2
ENSRNOG00000017130	ENSG00000188672	Rhd	RHCE
ENSRNOG00000009324	ENSG00000005448	LOC103692166	WDR54
ENSRNOG00000055753	ENSG00000207063	RF00108	SNORD116-1
ENSRNOG00000021712	ENSG00000136144	Rcbtb1	RCBTB1
ENSRNOG00000048508	ENSG00000255298	LOC100909862	OR8G5
ENSRNOG00000025174	ENSG00000083168	Kat6a	KAT6A
ENSRNOG00000018475	ENSG00000184708	Eif4enif1	EIF4ENIF1
ENSRNOG00000006395	ENSG00000101342	Tldc2	TLDC2
ENSRNOG00000011784	ENSG00000124615	Mocs1	MOCS1
ENSRNOG00000061880	ENSG00000206777	RF00026	RNU6-637P
ENSRNOG00000010805	ENSG00000170323	Fabp4	FABP4
ENSRNOG00000029466	ENSG00000150477	RGD1562608	KIAA1328
ENSRNOG00000013867	ENSG00000113578	Fgf1	FGF1
ENSRNOG00000043056	ENSG00000187474	Fpr-rs4	FPR3
ENSRNOG00000032446	ENSG00000160957	Recql4	RECQL4
ENSRNOG00000008989	ENSG00000165475	Cryl1	CRYL1
ENSRNOG00000032570	ENSG00000077935	Smc1b	SMC1B
ENSRNOG00000050188	ENSG00000154217	AABR07030603.1	PITPNC1
ENSRNOG00000018651	ENSG00000135049	Agtpbp1	AGTPBP1
ENSRNOG00000019719	ENSG00000130037	Kcna5	KCNA5
ENSRNOG00000008800	ENSG00000176219	Olr1621	OR11H6
ENSRNOG00000048800	ENSG00000113580	AABR07031756.2	NR3C1
ENSRNOG00000025843	ENSG00000135736	Ccdc102a	CCDC102A
ENSRNOG00000021041	ENSG00000161682	Fam171a2	FAM171A2
ENSRNOG00000008156	ENSG00000137574	Tgs1	TGS1
ENSRNOG00000004595	ENSG00000184271	Pou6f1	POU6F1
ENSRNOG00000004127	ENSG00000143702	AABR07021840.1	CEP170
ENSRNOG00000054725	ENSG00000125484	Gtf3c4	GTF3C4
ENSRNOG00000015895	ENSG00000118276	B4galt6	B4GALT6
ENSRNOG00000018385	ENSG00000168539	Chrm1	CHRM1
ENSRNOG00000024535	ENSG00000074755	Zzef1	ZZEF1
ENSRNOG00000055753	ENSG00000207442	RF00108	SNORD116-6
ENSRNOG00000031915	ENSG00000100429	Hdac10	HDAC10
ENSRNOG00000019232	ENSG00000165118	RGD1311345	C9orf64
ENSRNOG00000022354	ENSG00000169972	Pusl1	PUSL1
ENSRNOG00000056772	ENSG00000197565	Col4a6	COL4A6
ENSRNOG00000055928	ENSG00000252373	RF00026	RNU6-358P
ENSRNOG00000055845	ENSG00000273885	RF00493	RF00493
ENSRNOG00000014838	ENSG00000122694	Glipr2	GLIPR2
ENSRNOG00000028274	ENSG00000124920	Myrf	MYRF
ENSRNOG00000055753	ENSG00000207014	RF00108	SNORD116-3
ENSRNOG00000002911	ENSG00000163631	Alb	ALB
ENSRNOG00000054072	ENSG00000199217	RF00026	RNU6-1123P
ENSRNOG00000020620	ENSG00000162148	Ppp1r32	PPP1R32
ENSRNOG00000055753	ENSG00000207191	RF00108	SNORD116-5
ENSRNOG00000011747	ENSG00000105518	Tmem205	TMEM205
ENSRNOG00000055924	ENSG00000201863	RF00432	RF00432
ENSRNOG00000055924	ENSG00000201465	RF00432	RF00432
ENSRNOG00000015774	ENSG00000118242	Mreg	MREG
ENSRNOG00000001681	ENSG00000157538	Vps26c	VPS26C
ENSRNOG00000001222	ENSG00000184787	Ube2g2	UBE2G2
ENSRNOG00000031993	ENSG00000285625	Prim1	AC117378.1
ENSRNOG00000055753	ENSG00000206727	RF00108	SNORD116-9
ENSRNOG00000052376	ENSG00000151917	Bend6	BEND6
ENSRNOG00000017956	ENSG00000147533	Golga7	GOLGA7
ENSRNOG00000042758	ENSG00000135185	Tmem243	TMEM243
ENSRNOG00000012720	ENSG00000113430	Irx4	IRX4
ENSRNOG00000004509	ENSG00000129518	Eapp	EAPP
ENSRNOG00000035521	ENSG00000207797	Mir187	MIR187
ENSRNOG00000039279	ENSG00000257108	Nhlrc4	NHLRC4
ENSRNOG00000031440	ENSG00000139910	Nova1	NOVA1
ENSRNOG00000038259	ENSG00000277791	AABR07053749.1	PSMB3
ENSRNOG00000047712	ENSG00000077279	Dcx	DCX
ENSRNOG00000014019	ENSG00000145979	Tbc1d7	TBC1D7
ENSRNOG00000053089	ENSG00000221093	RF00334	RF00334
ENSRNOG00000045860	ENSG00000275895	U2af1	U2AF1L5
ENSRNOG00000031161	ENSG00000187569	Dppa3	DPPA3
ENSRNOG00000024671	ENSG00000172869	Dmxl1	DMXL1
ENSRNOG00000021912	ENSG00000175514	Gpr152	GPR152
ENSRNOG00000053769	ENSG00000167780	Soat2	SOAT2
ENSRNOG00000053089	ENSG00000221639	RF00334	RF00334
ENSRNOG00000013167	ENSG00000164104	Hmgb2l1	HMGB2
ENSRNOG00000027836	ENSG00000171121	Kcnmb3	KCNMB3
ENSRNOG00000004968	ENSG00000146918	Ncapg2	NCAPG2
ENSRNOG00000025624	ENSG00000137727	Arhgap20	ARHGAP20
ENSRNOG00000001243	ENSG00000033030	Zcchc8	ZCCHC8
ENSRNOG00000048320	ENSG00000267740	Ndufa11	AC024592.3
ENSRNOG00000003555	ENSG00000198967	Olr1597	OR10Z1
ENSRNOG00000055243	ENSG00000212391	RF00554	RF00554
ENSRNOG00000052215	ENSG00000212391	RF00554	RF00554
ENSRNOG00000053410	ENSG00000143199	Adcy10	ADCY10
ENSRNOG00000005660	ENSG00000184731	Fam110c	FAM110C
ENSRNOG00000001752	ENSG00000174004	Nrros	NRROS
ENSRNOG00000024073	ENSG00000171772	Syce1	SYCE1
ENSRNOG00000059267	ENSG00000199212	RF00045	RNU105C
ENSRNOG00000019518	ENSG00000105650	Pde4c	PDE4C
ENSRNOG00000023612	ENSG00000002726	Doxl1	AOC1
ENSRNOG00000021758	ENSG00000064419	Tnpo3	TNPO3
ENSRNOG00000004137	ENSG00000168246	Ubtd2	UBTD2
ENSRNOG00000046143	ENSG00000161395	Pgap3	PGAP3
ENSRNOG00000025318	ENSG00000000457	Scyl3	SCYL3
ENSRNOG00000024863	ENSG00000077458	Fam76b	FAM76B
ENSRNOG00000021345	ENSG00000113249	Timd2	HAVCR1
ENSRNOG00000046095	ENSG00000204246	LOC103690011	OR13C3
ENSRNOG00000059118	ENSG00000207457	RF00026	RNU6-476P
ENSRNOG00000051459	ENSG00000212466	RF00026	RNU6-952P
ENSRNOG00000048970	ENSG00000100336	Apol2	APOL4
ENSRNOG00000016385	ENSG00000187730	Gabrd	GABRD
ENSRNOG00000053758	ENSG00000222612	RF00004	RNU2-52P
ENSRNOG00000035635	ENSG00000199001	Mir448	MIR448
ENSRNOG00000001578	ENSG00000170166	Hoxd4	HOXD4
ENSRNOG00000039214	ENSG00000146826	RGD1305455	C7orf43
ENSRNOG00000015691	ENSG00000284755	Inka2	AL049557.1
ENSRNOG00000016208	ENSG00000152217	Setbp1	SETBP1
ENSRNOG00000011912	ENSG00000072954	Tmem38a	TMEM38A
ENSRNOG00000030575	ENSG00000231292	AABR07013111.1	IGKV1OR2-108
ENSRNOG00000057548	ENSG00000231292	AABR07051741.1	IGKV1OR2-108
ENSRNOG00000020229	ENSG00000051128	Homer3	HOMER3
ENSRNOG00000017508	ENSG00000133247	Kmt5c	KMT5C
ENSRNOG00000036434	ENSG00000207728	AC106510.1	MIR449B
ENSRNOG00000056093	ENSG00000252350	RF00009	RPPH1-3P
ENSRNOG00000019050	ENSG00000204010	Ifit1	IFIT1B
ENSRNOG00000001183	ENSG00000135100	Hnf1a	HNF1A
ENSRNOG00000018397	ENSG00000112667	Dnph1	DNPH1
ENSRNOG00000054013	ENSG00000182566	Clec4g	CLEC4G
ENSRNOG00000018129	ENSG00000004779	Ndufab1	NDUFAB1
ENSRNOG00000031720	ENSG00000268009	AABR07018269.1	SSX4
ENSRNOG00000054314	ENSG00000026559	Kcng1	KCNG1
ENSRNOG00000010184	ENSG00000254999	Brk1	BRK1
ENSRNOG00000055243	ENSG00000212458	RF00554	RF00554
ENSRNOG00000052215	ENSG00000212458	RF00554	RF00554
ENSRNOG00000017786	ENSG00000143632	Acta1	ACTA1
ENSRNOG00000012911	ENSG00000107566	Erlin1	ERLIN1
ENSRNOG00000002144	ENSG00000090989	Exoc1	EXOC1
ENSRNOG00000047903	ENSG00000205359	AABR07068439.1	SLCO6A1
ENSRNOG00000055756	ENSG00000185825	Bcap31	BCAP31
ENSRNOG00000008456	ENSG00000100296	Thoc5	THOC5
ENSRNOG00000008474	ENSG00000087008	Acox3	ACOX3
ENSRNOG00000022386	ENSG00000197430	Opalin	OPALIN
ENSRNOG00000004971	ENSG00000086712	Txlng	TXLNG
ENSRNOG00000048758	ENSG00000125743	Snrpd2l	SNRPD2
ENSRNOG00000004926	ENSG00000169519	Mettl15	METTL15
ENSRNOG00000030517	ENSG00000234284	Zfp879	ZNF879
ENSRNOG00000027592	ENSG00000134533	Rerg	RERG
ENSRNOG00000054184	ENSG00000275219	RF00004	RF00004
ENSRNOG00000054769	ENSG00000275219	RF00004	RF00004
ENSRNOG00000028156	ENSG00000075651	Pld1	PLD1
ENSRNOG00000048831	ENSG00000198142	Sowahc	SOWAHC
ENSRNOG00000052749	ENSG00000200376	RF00020	RNU5E-10P
ENSRNOG00000054184	ENSG00000278048	RF00004	RF00004
ENSRNOG00000054769	ENSG00000278048	RF00004	RF00004
ENSRNOG00000058870	ENSG00000271723	Mroh7	MROH7-TTC4
ENSRNOG00000061305	ENSG00000253060	RF00601	RF00601
ENSRNOG00000035601	ENSG00000272036	Mir139	MIR139
ENSRNOG00000060899	ENSG00000157514	AABR07040840.1	TSC22D3
ENSRNOG00000027015	ENSG00000149658	Ythdf1	YTHDF1
ENSRNOG00000026754	ENSG00000170242	Usp47	USP47
ENSRNOG00000047894	ENSG00000163898	AABR07034648.1	LIPH
ENSRNOG00000004048	ENSG00000188906	Lrrk2	LRRK2
ENSRNOG00000032827	ENSG00000226807	AABR07058412.1	MROH5
ENSRNOG00000002036	ENSG00000159086	Paxbp1	PAXBP1
ENSRNOG00000006503	ENSG00000172159	Frmd3	FRMD3
ENSRNOG00000031720	ENSG00000165584	AABR07018269.1	SSX3
ENSRNOG00000005907	ENSG00000070950	Rad18	RAD18
ENSRNOG00000016695	ENSG00000087245	Mmp2	MMP2
ENSRNOG00000016544	ENSG00000214944	Arhgef28	ARHGEF28
ENSRNOG00000047853	ENSG00000008324	Ss18l2	SS18L2
ENSRNOG00000054227	ENSG00000173221	AC242860.1	GLRX
ENSRNOG00000016265	ENSG00000197142	Acsl5	ACSL5
ENSRNOG00000022445	ENSG00000229972	Iqcf3	IQCF3
ENSRNOG00000019854	ENSG00000131400	Napsa	NAPSA
ENSRNOG00000023452	ENSG00000175262	AABR07050449.1	C1orf127
ENSRNOG00000018061	ENSG00000177042	Tmem80	TMEM80
ENSRNOG00000008749	ENSG00000130635	Col5a1	COL5A1
ENSRNOG00000054184	ENSG00000276596	RF00004	RF00004
ENSRNOG00000054769	ENSG00000276596	RF00004	RF00004
ENSRNOG00000019205	ENSG00000116906	Gnpat	GNPAT
ENSRNOG00000048250	ENSG00000011638	Tmem159	TMEM159
ENSRNOG00000011969	ENSG00000088387	Dock9	DOCK9
ENSRNOG00000055889	ENSG00000141519	AABR07030901.1	CCDC40
ENSRNOG00000059683	ENSG00000108852	Mpp2	MPP2
ENSRNOG00000046468	ENSG00000122420	Ptgfr	PTGFR
ENSRNOG00000004787	ENSG00000109911	AABR07053185.1	ELP4
ENSRNOG00000027929	ENSG00000130997	Poln	POLN
ENSRNOG00000022599	ENSG00000164880	AABR07035479.1	INTS1
ENSRNOG00000014098	ENSG00000106628	Pold2	POLD2
ENSRNOG00000036911	ENSG00000151746	Bicd1	BICD1
ENSRNOG00000052749	ENSG00000202160	RF00020	RNU5E-7P
ENSRNOG00000036692	ENSG00000215644	Gcgr	GCGR
ENSRNOG00000054184	ENSG00000274432	RF00004	RF00004
ENSRNOG00000054769	ENSG00000274432	RF00004	RF00004
ENSRNOG00000061508	ENSG00000169891	Reps2	REPS2
ENSRNOG00000057569	ENSG00000124942	Ahnak	AHNAK
ENSRNOG00000054832	ENSG00000201747	RF00026	RNU6-534P
ENSRNOG00000034195	ENSG00000101425	Bpi	BPI
ENSRNOG00000022863	ENSG00000213171	Lingo4	LINGO4
ENSRNOG00000048495	ENSG00000052749	Rrp12	RRP12
ENSRNOG00000011559	ENSG00000117519	Cnn3	CNN3
ENSRNOG00000023549	ENSG00000203727	Samd5	SAMD5
ENSRNOG00000015541	ENSG00000111664	Gnb3	GNB3
ENSRNOG00000003999	ENSG00000138031	Adcy3	ADCY3
ENSRNOG00000042524	ENSG00000271605	AABR07030590.1	MILR1
ENSRNOG00000008508	ENSG00000134940	Acrv1	ACRV1
ENSRNOG00000031720	ENSG00000269791	AABR07018269.1	SSX4B
ENSRNOG00000013733	ENSG00000154845	Ppp4r1	PPP4R1
ENSRNOG00000052837	ENSG00000150401	Dcun1d2	DCUN1D2
ENSRNOG00000005776	ENSG00000127152	Bcl11b	BCL11B
ENSRNOG00000010882	ENSG00000090054	Sptlc1	SPTLC1
ENSRNOG00000001189	ENSG00000142178	Sik1	SIK1
ENSRNOG00000013583	ENSG00000204634	Tbc1d8	TBC1D8
ENSRNOG00000017040	ENSG00000124535	Wrnip1	WRNIP1
ENSRNOG00000031593	ENSG00000187556	Nanos3	NANOS3
ENSRNOG00000054184	ENSG00000278774	RF00004	RF00004
ENSRNOG00000054769	ENSG00000278774	RF00004	RF00004
ENSRNOG00000052749	ENSG00000254172	RF00020	RNU5A-3P
ENSRNOG00000046585	ENSG00000101421	AABR07054370.1	CHMP4B
ENSRNOG00000012579	ENSG00000160606	Tlcd1	TLCD1
ENSRNOG00000007229	ENSG00000131910	Nr0b2	NR0B2
ENSRNOG00000048981	ENSG00000100591	Ahsa1	AHSA1
ENSRNOG00000049525	ENSG00000211943	AABR07065812.1	IGHV3-15
ENSRNOG00000049947	ENSG00000181939	Olr666	OR4C15
ENSRNOG00000031720	ENSG00000126752	AABR07018269.1	SSX1
ENSRNOG00000031720	ENSG00000268447	AABR07018269.1	SSX2B
ENSRNOG00000027212	ENSG00000125409	Tekt3	TEKT3
ENSRNOG00000056377	ENSG00000238649	RF00150	SNORD42A
ENSRNOG00000004777	ENSG00000089048	Esf1	ESF1
ENSRNOG00000059537	ENSG00000222990	RF00015	RNU4-22P
ENSRNOG00000061445	ENSG00000212411	RF00105	RF00105
ENSRNOG00000008484	ENSG00000136940	Pdcl	PDCL
ENSRNOG00000001189	ENSG00000275993	Sik1	SIK1B
ENSRNOG00000059815	ENSG00000221491	RF00410	SNORA2C
ENSRNOG00000036816	ENSG00000116729	Wls	WLS
ENSRNOG00000006049	ENSG00000132005	Rfx1	RFX1
ENSRNOG00000001893	ENSG00000113575	LOC100362453	PPP2CA
ENSRNOG00000003984	ENSG00000171388	Apln	APLN
ENSRNOG00000007088	ENSG00000184575	Xpot	XPOT
ENSRNOG00000011348	ENSG00000135317	Snx14	SNX14
ENSRNOG00000007801	ENSG00000258830	R3hdm2	AC137834.1
ENSRNOG00000048613	ENSG00000126768	LOC100911130	TIMM17B
ENSRNOG00000008548	ENSG00000284934	LOC100360940	DIABLO
ENSRNOG00000058870	ENSG00000184313	Mroh7	MROH7
ENSRNOG00000007765	ENSG00000162998	Frzb	FRZB
ENSRNOG00000023458	ENSG00000198354	Dcaf12l1	DCAF12L2
ENSRNOG00000017146	ENSG00000131196	Nfatc1	NFATC1
ENSRNOG00000031564	ENSG00000164032	AABR07062859.1	H2AFZ
ENSRNOG00000019943	ENSG00000103064	Slc7a6	SLC7A6
ENSRNOG00000030537	ENSG00000181045	Slc26a11	SLC26A11
ENSRNOG00000020298	ENSG00000151929	Bag3	BAG3
ENSRNOG00000002979	ENSG00000143178	Tbx19	TBX19
ENSRNOG00000046426	ENSG00000230062	Ankrd66	ANKRD66
ENSRNOG00000014054	ENSG00000069206	Adam7	ADAM7
ENSRNOG00000003865	ENSG00000182271	Tmigd1	TMIGD1
ENSRNOG00000001229	ENSG00000182871	Col18a1	COL18A1
ENSRNOG00000054459	ENSG00000125505	Mboat7	MBOAT7
ENSRNOG00000003778	ENSG00000054277	Opn3	OPN3
ENSRNOG00000054978	ENSG00000187837	Hist1h1c	HIST1H1C
ENSRNOG00000055243	ENSG00000212445	RF00554	RF00554
ENSRNOG00000052215	ENSG00000212445	RF00554	RF00554
ENSRNOG00000055048	ENSG00000212221	RF00026	RNU6-220P
ENSRNOG00000046905	ENSG00000127990	Sgce	SGCE
ENSRNOG00000010407	ENSG00000139197	Pex5	PEX5
ENSRNOG00000015906	ENSG00000177426	Tgif1	TGIF1
ENSRNOG00000017195	ENSG00000198730	Ctr9	CTR9
ENSRNOG00000061425	ENSG00000178449	Cox14	COX14
ENSRNOG00000016286	ENSG00000009765	Iyd	IYD
ENSRNOG00000054431	ENSG00000252561	RF00003	RNU1-125P
ENSRNOG00000016451	ENSG00000158473	Cd1d1	CD1D
ENSRNOG00000003524	ENSG00000108829	Lrrc59	LRRC59
ENSRNOG00000036782	ENSG00000124157	Svs3b	SEMG2
ENSRNOG00000020363	ENSG00000104973	Med25	MED25
ENSRNOG00000037853	ENSG00000118849	Rarres1	RARRES1
ENSRNOG00000020355	ENSG00000233608	Twist2	TWIST2
ENSRNOG00000054184	ENSG00000277903	RF00004	RF00004
ENSRNOG00000054769	ENSG00000277903	RF00004	RF00004
ENSRNOG00000017556	ENSG00000180720	Chrm4	CHRM4
ENSRNOG00000055243	ENSG00000252228	RF00554	RF00554
ENSRNOG00000052215	ENSG00000252228	RF00554	RF00554
ENSRNOG00000061004	ENSG00000128203	Asphd2	ASPHD2
ENSRNOG00000009311	ENSG00000070404	Fstl3	FSTL3
ENSRNOG00000047108	ENSG00000134184	AC097845.1	GSTM1
ENSRNOG00000055243	ENSG00000212383	RF00554	RF00554
ENSRNOG00000052215	ENSG00000212383	RF00554	RF00554
ENSRNOG00000005468	ENSG00000106344	Rbm28	RBM28
ENSRNOG00000055244	ENSG00000222761	RF00026	RNU6-684P
ENSRNOG00000013208	ENSG00000172377	Olr382	OR9I1
ENSRNOG00000054184	ENSG00000274862	RF00004	RF00004
ENSRNOG00000054769	ENSG00000274862	RF00004	RF00004
ENSRNOG00000053267	ENSG00000147059	AABR07023210.1	SPIN2A
ENSRNOG00000035585	ENSG00000208023	Mir185	MIR185
ENSRNOG00000019955	ENSG00000197444	Ogdhl	OGDHL
ENSRNOG00000007043	ENSG00000100890	RGD1305089	KIAA0391
ENSRNOG00000047551	ENSG00000177666	Pnpla2	PNPLA2
ENSRNOG00000057167	ENSG00000276782	RF00017	RF00017
ENSRNOG00000026742	ENSG00000119801	Ypel5	YPEL5
ENSRNOG00000007043	ENSG00000258790	RGD1305089	AL121594.1
ENSRNOG00000006855	ENSG00000159339	Padi4	PADI4
ENSRNOG00000021575	ENSG00000134365	AABR07021096.1	CFHR4
ENSRNOG00000017982	ENSG00000266200	Pnliprp2	PNLIPRP2
ENSRNOG00000012641	ENSG00000156384	Sfr1	SFR1
ENSRNOG00000021113	ENSG00000126261	Uba2	UBA2
ENSRNOG00000006293	ENSG00000168269	Foxi1	FOXI1
ENSRNOG00000014996	ENSG00000186625	Katna1	KATNA1
ENSRNOG00000025603	ENSG00000164393	Adgrf2	ADGRF2
ENSRNOG00000002312	ENSG00000145246	Atp10d	ATP10D
ENSRNOG00000005247	ENSG00000148290	LOC100912008	SURF1
ENSRNOG00000018988	ENSG00000168395	Ing5	ING5
ENSRNOG00000034164	ENSG00000117322	Cr2	CR2
ENSRNOG00000048970	ENSG00000128335	Apol2	APOL2
ENSRNOG00000006932	ENSG00000134516	AABR07029272.1	DOCK2
ENSRNOG00000000605	ENSG00000249853	Hs3st5	HS3ST5
ENSRNOG00000055243	ENSG00000252774	RF00554	RF00554
ENSRNOG00000052215	ENSG00000252774	RF00554	RF00554
ENSRNOG00000018132	ENSG00000113716	Hmgxb3	HMGXB3
ENSRNOG00000016312	ENSG00000188782	Catsper4	CATSPER4
ENSRNOG00000021659	ENSG00000142513	Acp4	ACP4
ENSRNOG00000019012	ENSG00000180902	D2hgdh	D2HGDH
ENSRNOG00000020710	ENSG00000161847	Raver1	RAVER1
ENSRNOG00000054184	ENSG00000278591	RF00004	RF00004
ENSRNOG00000054769	ENSG00000278591	RF00004	RF00004
ENSRNOG00000017843	ENSG00000161980	Polr3k	POLR3K
ENSRNOG00000019162	ENSG00000100908	Emc9	EMC9
ENSRNOG00000018291	ENSG00000196715	Vkorc1l1	VKORC1L1
ENSRNOG00000004726	ENSG00000162889	Mapkapk2	MAPKAPK2
ENSRNOG00000055243	ENSG00000209582	RF00554	SNORA48
ENSRNOG00000052215	ENSG00000209582	RF00554	SNORA48
ENSRNOG00000001704	ENSG00000159216	Runx1	RUNX1
ENSRNOG00000023546	ENSG00000106211	Hspb1	HSPB1
ENSRNOG00000011704	ENSG00000178974	Fbxo34	FBXO34
ENSRNOG00000016207	ENSG00000141429	Galnt1	GALNT1
ENSRNOG00000019518	ENSG00000285188	Pde4c	AC008397.2
ENSRNOG00000040101	ENSG00000163191	AABR07026805.2	S100A11
ENSRNOG00000009397	ENSG00000123444	Kbtbd4	KBTBD4
ENSRNOG00000013057	ENSG00000198901	Prc1	PRC1
ENSRNOG00000010482	ENSG00000133731	Impa1	IMPA1
ENSRNOG00000050601	ENSG00000174339	Olr1389	OR2Y1
ENSRNOG00000009385	ENSG00000105851	Pik3cg	PIK3CG
ENSRNOG00000059997	ENSG00000136492	Brip1	BRIP1
ENSRNOG00000059118	ENSG00000206730	RF00026	RNU6-468P
ENSRNOG00000054184	ENSG00000274452	RF00004	RF00004
ENSRNOG00000054769	ENSG00000274452	RF00004	RF00004
ENSRNOG00000002358	ENSG00000121064	Scpep1	SCPEP1
ENSRNOG00000055012	ENSG00000136758	LOC108348078	YME1L1
ENSRNOG00000059965	ENSG00000181927	Olr648	OR4P4
ENSRNOG00000006460	ENSG00000162066	Amdhd2	AMDHD2
ENSRNOG00000049324	ENSG00000214063	LOC100911766	TSPAN4
ENSRNOG00000055493	ENSG00000252404	RF00424	RF00424
ENSRNOG00000016190	ENSG00000088682	Coq9	COQ9
ENSRNOG00000049525	ENSG00000277761	AABR07065812.1	AC136616.2
ENSRNOG00000054184	ENSG00000275616	RF00004	RF00004
ENSRNOG00000054769	ENSG00000275616	RF00004	RF00004
ENSRNOG00000010798	ENSG00000136573	Blk	BLK
ENSRNOG00000059039	ENSG00000252712	RF00582	SCARNA14
ENSRNOG00000029938	ENSG00000133056	Pik3c2b	PIK3C2B
ENSRNOG00000002199	ENSG00000134851	Tmem165	TMEM165
ENSRNOG00000001047	ENSG00000076984	Map2k7	MAP2K7
ENSRNOG00000036782	ENSG00000124233	Svs3b	SEMG1
ENSRNOG00000013194	ENSG00000071242	Rps6ka2	RPS6KA2
ENSRNOG00000017645	ENSG00000180209	Mylpf	MYLPF
ENSRNOG00000015393	ENSG00000101438	Slc32a1	SLC32A1
ENSRNOG00000006019	ENSG00000123689	G0s2	G0S2
ENSRNOG00000009022	ENSG00000114993	LOC103692165	RTKN
ENSRNOG00000051006	ENSG00000176125	Ufsp1	UFSP1
ENSRNOG00000031665	ENSG00000130234	Ace2	ACE2
ENSRNOG00000055295	ENSG00000115425	Pecr	PECR
ENSRNOG00000036869	ENSG00000205116	Tmem88b	TMEM88B
ENSRNOG00000020689	ENSG00000107864	Cpeb3	CPEB3
ENSRNOG00000010315	ENSG00000183813	Ccr4	CCR4
ENSRNOG00000055243	ENSG00000212214	RF00554	SNORA48B
ENSRNOG00000052215	ENSG00000212214	RF00554	SNORA48B
ENSRNOG00000015505	ENSG00000197614	Mfap5	MFAP5
ENSRNOG00000060175	ENSG00000154743	Tsen2	TSEN2
ENSRNOG00000011617	ENSG00000114956	Dguok	DGUOK
ENSRNOG00000052749	ENSG00000202444	RF00020	RNU5E-6P
ENSRNOG00000001517	ENSG00000152256	Pdk1	PDK1
ENSRNOG00000056239	ENSG00000252854	RF00100	RN7SKP5
ENSRNOG00000000307	ENSG00000135596	Mical1	MICAL1
ENSRNOG00000007539	ENSG00000134321	Rsad2	RSAD2
ENSRNOG00000049525	ENSG00000211965	AABR07065812.1	IGHV3-49
ENSRNOG00000007032	ENSG00000139211	Amigo2	AMIGO2
ENSRNOG00000058386	ENSG00000111711	Golt1b	GOLT1B
ENSRNOG00000014027	ENSG00000198920	RGD1304728	KIAA0753
ENSRNOG00000055243	ENSG00000212604	RF00554	RF00554
ENSRNOG00000052215	ENSG00000212604	RF00554	RF00554
ENSRNOG00000047089	ENSG00000125652	Alkbh7	ALKBH7
ENSRNOG00000058932	ENSG00000166261	Zfp202	ZNF202
ENSRNOG00000002710	ENSG00000162852	Cnst	CNST
ENSRNOG00000057885	ENSG00000206681	RF00026	RNU6-730P
ENSRNOG00000005981	ENSG00000122643	Nt5c3a	NT5C3A
ENSRNOG00000021050	ENSG00000172289	Olr319	OR10V1
ENSRNOG00000052749	ENSG00000200372	RF00020	RNU5E-8P
ENSRNOG00000055243	ENSG00000252824	RF00554	RF00554
ENSRNOG00000052215	ENSG00000252824	RF00554	RF00554
ENSRNOG00000015736	ENSG00000162496	Dhrs3	DHRS3
ENSRNOG00000032885	ENSG00000172115	Cycs	CYCS
ENSRNOG00000021787	ENSG00000171940	Zfp217	ZNF217
ENSRNOG00000003235	ENSG00000161013	Mgat4b	MGAT4B
ENSRNOG00000031061	ENSG00000188846	LOC306079	RPL14
ENSRNOG00000032160	ENSG00000188846	AABR07014996.1	RPL14
ENSRNOG00000008548	ENSG00000184047	LOC100360940	DIABLO
ENSRNOG00000022971	ENSG00000178187	AC115666.1	ZNF454
ENSRNOG00000023455	ENSG00000085998	Pomgnt1	POMGNT1
ENSRNOG00000009316	ENSG00000163217	Bmp10	BMP10
ENSRNOG00000058153	ENSG00000145390	AABR07013202.1	USP53
ENSRNOG00000006631	ENSG00000170381	Sema3e	SEMA3E
ENSRNOG00000021102	ENSG00000105711	Scn1b	SCN1B
ENSRNOG00000043331	ENSG00000235098	Ankrd65	ANKRD65
ENSRNOG00000052749	ENSG00000200378	RF00020	RNU5B-4P
ENSRNOG00000020710	ENSG00000267303	Raver1	AC011511.4
ENSRNOG00000052070	ENSG00000184254	Aldh1a3	ALDH1A3
ENSRNOG00000055493	ENSG00000251942	RF00424	RF00424
ENSRNOG00000038622	ENSG00000197483	Zfp628	ZNF628
ENSRNOG00000014276	ENSG00000138193	Plce1	PLCE1
ENSRNOG00000054757	ENSG00000174233	Adcy6	ADCY6
ENSRNOG00000003247	ENSG00000143751	Sde2	SDE2
ENSRNOG00000015691	ENSG00000197852	Inka2	INKA2
ENSRNOG00000024677	ENSG00000004777	Arhgap33	ARHGAP33
ENSRNOG00000050104	ENSG00000105270	LOC108348122	CLIP3
ENSRNOG00000055243	ENSG00000212181	RF00554	RF00554
ENSRNOG00000052215	ENSG00000212181	RF00554	RF00554
ENSRNOG00000052261	ENSG00000222950	RF00100	RN7SKP262
ENSRNOG00000012645	ENSG00000085276	Mecom	MECOM
ENSRNOG00000027341	ENSG00000145934	Tenm2	TENM2
ENSRNOG00000023109	ENSG00000160223	Icoslg	ICOSLG
ENSRNOG00000051557	ENSG00000202069	RF00015	RNU4-66P
ENSRNOG00000052386	ENSG00000160703	Nlrx1	NLRX1
