mouseID	HumanID	mouseGeneSymbol	HumanGeneSymbol
ENSMUSG00000094037	ENSG00000199311	Gm24652	SNORD115-34
ENSMUSG00000094148	ENSG00000199311	Gm24952	SNORD115-34
ENSMUSG00000093860	ENSG00000199311	Gm22632	SNORD115-34
ENSMUSG00000096392	ENSG00000199311	Gm23688	SNORD115-34
ENSMUSG00000094636	ENSG00000199311	Gm24219	SNORD115-34
ENSMUSG00000094059	ENSG00000199311	Gm23471	SNORD115-34
ENSMUSG00000095425	ENSG00000199311	Gm24417	SNORD115-34
ENSMUSG00000096302	ENSG00000206727	Gm25210	SNORD116-9
ENSMUSG00000096019	ENSG00000206727	Gm26504	SNORD116-9
ENSMUSG00000071648	ENSG00000149489	Rom1	ROM1
ENSMUSG00000096085	ENSG00000199289	Gm24465	RNU6-502P
ENSMUSG00000094704	ENSG00000238632	Gm24487	RNU7-126P
ENSMUSG00000088265	ENSG00000238632	Gm24784	RNU7-126P
ENSMUSG00000065251	ENSG00000278048	Gm23971	RF00004
ENSMUSG00000024027	ENSG00000112164	Glp1r	GLP1R
ENSMUSG00000096302	ENSG00000207191	Gm25210	SNORD116-5
ENSMUSG00000096019	ENSG00000207191	Gm26504	SNORD116-5
ENSMUSG00000096302	ENSG00000207014	Gm25210	SNORD116-3
ENSMUSG00000096019	ENSG00000207014	Gm26504	SNORD116-3
ENSMUSG00000080610	ENSG00000221116	Snord110	SNORD110
ENSMUSG00000042705	ENSG00000145781	Commd10	COMMD10
ENSMUSG00000065251	ENSG00000275219	Gm23971	RF00004
ENSMUSG00000024425	ENSG00000131507	Ndfip1	NDFIP1
ENSMUSG00000091938	ENSG00000172724	Gm2564	CCL19
ENSMUSG00000087781	ENSG00000212181	Gm23168	RF00554
ENSMUSG00000077506	ENSG00000273885	Scarna9	RF00493
ENSMUSG00000043445	ENSG00000184207	Pgp	PGP
ENSMUSG00000036743	ENSG00000154611	Psma8	PSMA8
ENSMUSG00000096302	ENSG00000207442	Gm25210	SNORD116-6
ENSMUSG00000096019	ENSG00000207442	Gm26504	SNORD116-6
ENSMUSG00000087831	ENSG00000200355	Gm23960	RF00139
ENSMUSG00000087781	ENSG00000212604	Gm23168	RF00554
ENSMUSG00000096085	ENSG00000252887	Gm24465	RNU6-430P
ENSMUSG00000065622	ENSG00000222612	Gm24763	RNU2-52P
ENSMUSG00000087781	ENSG00000212458	Gm23168	RF00554
ENSMUSG00000064783	ENSG00000200354	Gm22684	SNORA71D
ENSMUSG00000089312	ENSG00000201315	Gm22257	RN7SKP227
ENSMUSG00000087781	ENSG00000252824	Gm23168	RF00554
ENSMUSG00000096136	ENSG00000200564	Gm25146	SNORD115-39
ENSMUSG00000093997	ENSG00000200564	Gm26499	SNORD115-39
ENSMUSG00000094037	ENSG00000200564	Gm24652	SNORD115-39
ENSMUSG00000094148	ENSG00000200564	Gm24952	SNORD115-39
ENSMUSG00000093860	ENSG00000200564	Gm22632	SNORD115-39
ENSMUSG00000096392	ENSG00000200564	Gm23688	SNORD115-39
ENSMUSG00000094636	ENSG00000200564	Gm24219	SNORD115-39
ENSMUSG00000094059	ENSG00000200564	Gm23471	SNORD115-39
ENSMUSG00000095425	ENSG00000200564	Gm24417	SNORD115-39
ENSMUSG00000071855	ENSG00000164221	Ccdc112	CCDC112
ENSMUSG00000008482	ENSG00000179580	Rnf151	RNF151
ENSMUSG00000087831	ENSG00000207067	Gm23960	SNORA72
ENSMUSG00000087781	ENSG00000212391	Gm23168	RF00554
ENSMUSG00000064858	ENSG00000276161	Snora43	SNORA17B
ENSMUSG00000087781	ENSG00000212214	Gm23168	SNORA48B
ENSMUSG00000075983	ENSG00000272337	Gm24121	RNU6-90P
ENSMUSG00000088524	ENSG00000238942	Snord2	SNORD2
ENSMUSG00000065709	ENSG00000273544	Gm22341	SNORA44
ENSMUSG00000075983	ENSG00000201028	Gm24121	RNU6-151P
ENSMUSG00000037013	ENSG00000141380	Ss18	SS18
ENSMUSG00000064967	ENSG00000238833	Gm24405	RNU1-131P
ENSMUSG00000093413	ENSG00000206785	Snora15	SNORA15B-2
ENSMUSG00000095260	ENSG00000206828	Gm25890	RF00003
ENSMUSG00000095714	ENSG00000201679	Gm26467	SNORD115-15
ENSMUSG00000096359	ENSG00000201679	Gm25710	SNORD115-15
ENSMUSG00000095587	ENSG00000201679	Gm22629	SNORD115-15
ENSMUSG00000094922	ENSG00000201679	Gm24759	SNORD115-15
ENSMUSG00000095885	ENSG00000201679	Gm26432	SNORD115-15
ENSMUSG00000094903	ENSG00000201679	Gm23575	SNORD115-15
ENSMUSG00000093994	ENSG00000201679	Gm26498	SNORD115-15
ENSMUSG00000095220	ENSG00000201679	Gm23560	SNORD115-15
ENSMUSG00000079773	ENSG00000187186	AC087559.2	AL162231.1
ENSMUSG00000096214	ENSG00000201558	Gm22634	RNVU1-6
ENSMUSG00000065087	ENSG00000277194	Snord22	SNORD22
ENSMUSG00000095567	ENSG00000188976	Noc2l	NOC2L
ENSMUSG00000065878	ENSG00000202503	Snord34	SNORD34
ENSMUSG00000065512	ENSG00000207649	Mir138-2	MIR138-2
ENSMUSG00000005873	ENSG00000129625	Reep5	REEP5
ENSMUSG00000095714	ENSG00000200398	Gm26467	SNORD115-24
ENSMUSG00000096359	ENSG00000200398	Gm25710	SNORD115-24
ENSMUSG00000095587	ENSG00000200398	Gm22629	SNORD115-24
ENSMUSG00000094922	ENSG00000200398	Gm24759	SNORD115-24
ENSMUSG00000095885	ENSG00000200398	Gm26432	SNORD115-24
ENSMUSG00000094903	ENSG00000200398	Gm23575	SNORD115-24
ENSMUSG00000093994	ENSG00000200398	Gm26498	SNORD115-24
ENSMUSG00000095220	ENSG00000200398	Gm23560	SNORD115-24
ENSMUSG00000084619	ENSG00000252415	Gm25045	RNU6-1012P
ENSMUSG00000065767	ENSG00000274452	Gm23849	RF00004
ENSMUSG00000065870	ENSG00000277492	Rnu3a	SNORD3E
ENSMUSG00000064737	ENSG00000283499	Gm23056	RF00026
ENSMUSG00000095977	ENSG00000239183	Gm23513	SNORA84
ENSMUSG00000095714	ENSG00000201907	Gm26467	SNORD115-38
ENSMUSG00000096359	ENSG00000201907	Gm25710	SNORD115-38
ENSMUSG00000095587	ENSG00000201907	Gm22629	SNORD115-38
ENSMUSG00000094922	ENSG00000201907	Gm24759	SNORD115-38
ENSMUSG00000095885	ENSG00000201907	Gm26432	SNORD115-38
ENSMUSG00000094903	ENSG00000201907	Gm23575	SNORD115-38
ENSMUSG00000093994	ENSG00000201907	Gm26498	SNORD115-38
ENSMUSG00000095220	ENSG00000201907	Gm23560	SNORD115-38
ENSMUSG00000089443	ENSG00000252720	Gm22528	RNU6-1258P
ENSMUSG00000065767	ENSG00000275616	Gm23849	RF00004
ENSMUSG00000098462	ENSG00000278217	Gm27694	RF01871
ENSMUSG00000088255	ENSG00000209582	Gm24288	SNORA48
ENSMUSG00000088423	ENSG00000209582	Gm22554	SNORA48
ENSMUSG00000088635	ENSG00000209582	Gm22315	SNORA48
ENSMUSG00000088774	ENSG00000209582	Gm26036	SNORA48
ENSMUSG00000088171	ENSG00000201367	Gm25220	RNU6-522P
ENSMUSG00000047379	ENSG00000174684	B4gat1	B4GAT1
ENSMUSG00000065767	ENSG00000278591	Gm23849	RF00004
ENSMUSG00000065111	ENSG00000207058	Gm25141	RNU6-784P
ENSMUSG00000024074	ENSG00000150938	Crim1	CRIM1
ENSMUSG00000089443	ENSG00000283412	Gm22528	RF00026
ENSMUSG00000096865	ENSG00000207093	Gm23313	SNORD116-8
ENSMUSG00000094407	ENSG00000207093	Gm23141	SNORD116-8
ENSMUSG00000096677	ENSG00000207093	Gm24518	SNORD116-8
ENSMUSG00000096660	ENSG00000207093	Gm22863	SNORD116-8
ENSMUSG00000024696	ENSG00000110031	Lpxn	LPXN
ENSMUSG00000088969	ENSG00000252061	Gm22085	RNU6-415P
ENSMUSG00000095616	ENSG00000202317	Gm26244	RNU1-84P
ENSMUSG00000064432	ENSG00000202347	Gm25587	RNU1-16P
ENSMUSG00000065876	ENSG00000207154	Gm25682	RNU1-46P
ENSMUSG00000095714	ENSG00000200726	Gm26467	SNORD115-8
ENSMUSG00000096359	ENSG00000200726	Gm25710	SNORD115-8
ENSMUSG00000095587	ENSG00000200726	Gm22629	SNORD115-8
ENSMUSG00000094922	ENSG00000200726	Gm24759	SNORD115-8
ENSMUSG00000095885	ENSG00000200726	Gm26432	SNORD115-8
ENSMUSG00000094903	ENSG00000200726	Gm23575	SNORD115-8
ENSMUSG00000093994	ENSG00000200726	Gm26498	SNORD115-8
ENSMUSG00000095220	ENSG00000200726	Gm23560	SNORD115-8
ENSMUSG00000088255	ENSG00000252774	Gm24288	RF00554
ENSMUSG00000088423	ENSG00000252774	Gm22554	RF00554
ENSMUSG00000088635	ENSG00000252774	Gm22315	RF00554
ENSMUSG00000088774	ENSG00000252774	Gm26036	RF00554
ENSMUSG00000088991	ENSG00000222231	Gm22768	RNU2-54P
ENSMUSG00000098629	ENSG00000251841	Gm27975	RNU6-1334P
ENSMUSG00000093249	ENSG00000237611	Gm24576	RF00017
ENSMUSG00000093164	ENSG00000237611	Gm22993	RF00017
ENSMUSG00000088201	ENSG00000200443	Gm23754	RNU6-1066P
ENSMUSG00000093249	ENSG00000274008	Gm24576	RF00017
ENSMUSG00000093164	ENSG00000274008	Gm22993	RF00017
ENSMUSG00000077276	ENSG00000212206	Gm22784	RF00265
ENSMUSG00000024665	ENSG00000134824	Fads2	FADS2
ENSMUSG00000067038	ENSG00000112306	Rps12-ps3	RPS12
ENSMUSG00000096124	ENSG00000206678	Gm22308	RNU6-144P
ENSMUSG00000105187	ENSG00000253049	Gm23377	RF00416
ENSMUSG00000084450	ENSG00000221102	Gm24595	SNORA11B
ENSMUSG00000065767	ENSG00000277903	Gm23849	RF00004
ENSMUSG00000088660	ENSG00000222705	Gm25333	RN7SKP39
ENSMUSG00000087726	ENSG00000253001	Gm26275	RN7SKP105
ENSMUSG00000088622	ENSG00000200102	Gm23316	RNU6-252P
ENSMUSG00000065767	ENSG00000274862	Gm23849	RF00004
ENSMUSG00000088255	ENSG00000212383	Gm24288	RF00554
ENSMUSG00000088423	ENSG00000212383	Gm22554	RF00554
ENSMUSG00000088635	ENSG00000212383	Gm22315	RF00554
ENSMUSG00000088774	ENSG00000212383	Gm26036	RF00554
ENSMUSG00000088255	ENSG00000252228	Gm24288	RF00554
ENSMUSG00000088423	ENSG00000252228	Gm22554	RF00554
ENSMUSG00000088635	ENSG00000252228	Gm22315	RF00554
ENSMUSG00000088774	ENSG00000252228	Gm26036	RF00554
ENSMUSG00000033717	ENSG00000150594	Adra2a	ADRA2A
ENSMUSG00000088777	ENSG00000281516	Gm26039	RF00423
ENSMUSG00000087990	ENSG00000281516	Gm25058	RF00423
ENSMUSG00000088255	ENSG00000212445	Gm24288	RF00554
ENSMUSG00000088423	ENSG00000212445	Gm22554	RF00554
ENSMUSG00000088635	ENSG00000212445	Gm22315	RF00554
ENSMUSG00000088774	ENSG00000212445	Gm26036	RF00554
ENSMUSG00000099209	ENSG00000276185	Gm27941	RF02196
ENSMUSG00000024565	ENSG00000256463	Sall3	SALL3
ENSMUSG00000095714	ENSG00000200812	Gm26467	SNORD115-6
ENSMUSG00000096359	ENSG00000200812	Gm25710	SNORD115-6
ENSMUSG00000095587	ENSG00000200812	Gm22629	SNORD115-6
ENSMUSG00000094922	ENSG00000200812	Gm24759	SNORD115-6
ENSMUSG00000095885	ENSG00000200812	Gm26432	SNORD115-6
ENSMUSG00000094903	ENSG00000200812	Gm23575	SNORD115-6
ENSMUSG00000093994	ENSG00000200812	Gm26498	SNORD115-6
ENSMUSG00000095220	ENSG00000200812	Gm23560	SNORD115-6
ENSMUSG00000096863	ENSG00000200350	Gm22259	RNU6-1285P
ENSMUSG00000065115	ENSG00000200728	Gm23298	RNU6-271P
ENSMUSG00000088293	ENSG00000252619	Gm26411	RNU6-1149P
ENSMUSG00000089598	ENSG00000222588	Gm26158	RF00413
ENSMUSG00000077804	ENSG00000212461	Gm24403	RF00560
ENSMUSG00000096087	ENSG00000212461	Gm24709	RF00560
ENSMUSG00000087919	ENSG00000212461	Gm24908	RF00560
ENSMUSG00000077730	ENSG00000212461	Gm23609	RF00560
ENSMUSG00000077153	ENSG00000212461	Gm24580	RF00560
ENSMUSG00000077787	ENSG00000212461	Gm23908	RF00560
ENSMUSG00000025200	ENSG00000095485	Cwf19l1	CWF19L1
ENSMUSG00000066878	ENSG00000182481	Gm10184	KPNA2
ENSMUSG00000096214	ENSG00000238825	Gm22634	RNU1-13P
ENSMUSG00000095316	ENSG00000126752	Gm21876	SSX1
ENSMUSG00000000673	ENSG00000162882	Haao	HAAO
ENSMUSG00000093249	ENSG00000278226	Gm24576	RF00017
ENSMUSG00000093164	ENSG00000278226	Gm22993	RF00017
ENSMUSG00000065767	ENSG00000278774	Gm23849	RF00004
ENSMUSG00000093249	ENSG00000214305	Gm24576	RF00017
ENSMUSG00000093164	ENSG00000214305	Gm22993	RF00017
ENSMUSG00000092888	ENSG00000222990	Gm22122	RNU4-22P
ENSMUSG00000096865	ENSG00000207133	Gm23313	SNORD116-7
ENSMUSG00000094407	ENSG00000207133	Gm23141	SNORD116-7
ENSMUSG00000096677	ENSG00000207133	Gm24518	SNORD116-7
ENSMUSG00000096660	ENSG00000207133	Gm22863	SNORD116-7
ENSMUSG00000088426	ENSG00000252081	Gm22555	RNU6-277P
ENSMUSG00000096482	ENSG00000252081	Gm23977	RNU6-277P
ENSMUSG00000095316	ENSG00000268447	Gm21876	SSX2B
ENSMUSG00000093249	ENSG00000255851	Gm24576	RF00017
ENSMUSG00000093164	ENSG00000255851	Gm22993	RF00017
ENSMUSG00000093249	ENSG00000268154	Gm24576	RF00017
ENSMUSG00000093164	ENSG00000268154	Gm22993	RF00017
ENSMUSG00000084519	ENSG00000201619	Gm22478	RF00272
ENSMUSG00000095316	ENSG00000269791	Gm21876	SSX4B
ENSMUSG00000037346	ENSG00000134489	Hrh4	HRH4
ENSMUSG00000077351	ENSG00000274998	Gm24350	SNORA17A
ENSMUSG00000093413	ENSG00000207062	Snora15	SNORA15B-1
ENSMUSG00000088499	ENSG00000222490	Gm22654	RNU6-712P
ENSMUSG00000065104	ENSG00000252948	Gm26128	RNU6-1314P
ENSMUSG00000096865	ENSG00000275529	Gm23313	SNORD116-4
ENSMUSG00000094407	ENSG00000275529	Gm23141	SNORD116-4
ENSMUSG00000096677	ENSG00000275529	Gm24518	SNORD116-4
ENSMUSG00000096660	ENSG00000275529	Gm22863	SNORD116-4
ENSMUSG00000065767	ENSG00000274432	Gm23849	RF00004
ENSMUSG00000084519	ENSG00000212338	Gm22478	RF00272
ENSMUSG00000093249	ENSG00000278007	Gm24576	RF00017
ENSMUSG00000093164	ENSG00000278007	Gm22993	RF00017
ENSMUSG00000024530	ENSG00000141391	Prelid3a	PRELID3A
ENSMUSG00000089255	ENSG00000273587	Snora78	SNORA78
ENSMUSG00000088798	ENSG00000221340	Gm22534	RNU6ATAC18P
ENSMUSG00000056481	ENSG00000174807	Cd248	CD248
ENSMUSG00000050370	ENSG00000138135	Ch25h	CH25H
ENSMUSG00000062432	ENSG00000187553	Cyp26c1	CYP26C1
ENSMUSG00000064652	ENSG00000252238	Gm24165	RF00322
ENSMUSG00000096865	ENSG00000207063	Gm23313	SNORD116-1
ENSMUSG00000094407	ENSG00000207063	Gm23141	SNORD116-1
ENSMUSG00000096677	ENSG00000207063	Gm24518	SNORD116-1
ENSMUSG00000096660	ENSG00000207063	Gm22863	SNORD116-1
ENSMUSG00000045053	ENSG00000171126	Kcng3	KCNG3
ENSMUSG00000095087	ENSG00000202513	Gm25328	RNU6-805P
ENSMUSG00000084519	ENSG00000207027	Gm22478	RF00272
ENSMUSG00000095714	ENSG00000199311	Gm26467	SNORD115-34
ENSMUSG00000096359	ENSG00000199311	Gm25710	SNORD115-34
ENSMUSG00000095587	ENSG00000199311	Gm22629	SNORD115-34
ENSMUSG00000094922	ENSG00000199311	Gm24759	SNORD115-34
ENSMUSG00000095885	ENSG00000199311	Gm26432	SNORD115-34
ENSMUSG00000094903	ENSG00000199311	Gm23575	SNORD115-34
ENSMUSG00000093994	ENSG00000199311	Gm26498	SNORD115-34
ENSMUSG00000095220	ENSG00000199311	Gm23560	SNORD115-34
ENSMUSG00000065767	ENSG00000276596	Gm23849	RF00004
ENSMUSG00000057506	ENSG00000196072	Bloc1s2	BLOC1S2
ENSMUSG00000065637	ENSG00000207181	Gm26397	SNORA14B
ENSMUSG00000044026	ENSG00000176273	Slc35g1	SLC35G1
ENSMUSG00000088432	ENSG00000252962	Gm25384	RNU6-993P
ENSMUSG00000093249	ENSG00000276746	Gm24576	RF00017
ENSMUSG00000093164	ENSG00000276746	Gm22993	RF00017
ENSMUSG00000088050	ENSG00000238632	Gm26151	RNU7-126P
ENSMUSG00000088738	ENSG00000238632	Gm27579	RNU7-126P
ENSMUSG00000087805	ENSG00000238632	Gm27926	RNU7-126P
ENSMUSG00000065767	ENSG00000278048	Gm23849	RF00004
ENSMUSG00000065811	ENSG00000199643	Gm24695	RNU4-90P
ENSMUSG00000064585	ENSG00000199266	Gm25129	SNORA60
ENSMUSG00000088689	ENSG00000252139	Scarna17	RF00283
ENSMUSG00000093249	ENSG00000274011	Gm24576	RF00017
ENSMUSG00000093164	ENSG00000274011	Gm22993	RF00017
ENSMUSG00000095316	ENSG00000165584	Gm21876	SSX3
ENSMUSG00000024687	ENSG00000110048	Osbp	OSBP
ENSMUSG00000116275	ENSG00000058673	Zc3h11a	ZC3H11A
ENSMUSG00000106493	ENSG00000207933	Mir9-1	MIR9-1
ENSMUSG00000084519	ENSG00000212395	Gm22478	RF00272
ENSMUSG00000024107	ENSG00000138039	Lhcgr	LHCGR
ENSMUSG00000089475	ENSG00000223168	Gm25363	RN7SKP142
ENSMUSG00000065767	ENSG00000275219	Gm23849	RF00004
ENSMUSG00000096865	ENSG00000207442	Gm23313	SNORD116-6
ENSMUSG00000094407	ENSG00000207442	Gm23141	SNORD116-6
ENSMUSG00000096677	ENSG00000207442	Gm24518	SNORD116-6
ENSMUSG00000096660	ENSG00000207442	Gm22863	SNORD116-6
ENSMUSG00000024036	ENSG00000160190	Slc37a1	SLC37A1
ENSMUSG00000065637	ENSG00000251922	Gm26397	RF00397
ENSMUSG00000079580	ENSG00000172738	Tmem217	TMEM217
ENSMUSG00000064823	ENSG00000202400	Snord82	SNORD82
ENSMUSG00000088255	ENSG00000212458	Gm24288	RF00554
ENSMUSG00000088423	ENSG00000212458	Gm22554	RF00554
ENSMUSG00000088635	ENSG00000212458	Gm22315	RF00554
ENSMUSG00000088774	ENSG00000212458	Gm26036	RF00554
ENSMUSG00000056917	ENSG00000213445	Sipa1	SIPA1
ENSMUSG00000065811	ENSG00000201379	Gm24695	RNU4-76P
ENSMUSG00000095316	ENSG00000268009	Gm21876	SSX4
ENSMUSG00000091230	ENSG00000184357	Gm6970	HIST1H1B
ENSMUSG00000089447	ENSG00000281295	Gm22532	SNORA50B
ENSMUSG00000065906	ENSG00000252751	Gm26107	RNU6-143P
ENSMUSG00000024107	ENSG00000279956	Lhcgr	AC073082.1
ENSMUSG00000024912	ENSG00000175592	Fosl1	FOSL1
ENSMUSG00000088255	ENSG00000212391	Gm24288	RF00554
ENSMUSG00000088423	ENSG00000212391	Gm22554	RF00554
ENSMUSG00000088635	ENSG00000212391	Gm22315	RF00554
ENSMUSG00000088774	ENSG00000212391	Gm26036	RF00554
ENSMUSG00000093238	ENSG00000284329	Mir9-3	MIR9-3
ENSMUSG00000072437	ENSG00000188613	Nanos1	NANOS1
ENSMUSG00000093249	ENSG00000277628	Gm24576	RF00017
ENSMUSG00000093164	ENSG00000277628	Gm22993	RF00017
ENSMUSG00000065111	ENSG00000207029	Gm25141	RNU6-43P
ENSMUSG00000089491	ENSG00000251974	Gm26363	RF00413
ENSMUSG00000065811	ENSG00000199458	Gm24695	RNU4-35P
ENSMUSG00000065602	ENSG00000208012	Mirlet7f-2	MIRLET7F2
ENSMUSG00000063590	ENSG00000149742	Slc22a28	SLC22A9
ENSMUSG00000095714	ENSG00000199960	Gm26467	SNORD115-14
ENSMUSG00000096359	ENSG00000199960	Gm25710	SNORD115-14
ENSMUSG00000095587	ENSG00000199960	Gm22629	SNORD115-14
ENSMUSG00000094922	ENSG00000199960	Gm24759	SNORD115-14
ENSMUSG00000095885	ENSG00000199960	Gm26432	SNORD115-14
ENSMUSG00000094903	ENSG00000199960	Gm23575	SNORD115-14
ENSMUSG00000093994	ENSG00000199960	Gm26498	SNORD115-14
ENSMUSG00000095220	ENSG00000199960	Gm23560	SNORD115-14
ENSMUSG00000065022	ENSG00000199914	AF357341	SNORD114-16
ENSMUSG00000065244	ENSG00000252079	Gm22296	RNU6-327P
ENSMUSG00000065843	ENSG00000272445	Gm25186	RNU6-84P
ENSMUSG00000098342	ENSG00000275069	Gm27849	RF02131
ENSMUSG00000065767	ENSG00000223247	Gm23849	RNU2-64P
ENSMUSG00000093249	ENSG00000275041	Gm24576	RF00017
ENSMUSG00000093164	ENSG00000275041	Gm22993	RF00017
ENSMUSG00000094845	ENSG00000182896	Tmem95	TMEM95
ENSMUSG00000095316	ENSG00000187754	Gm21876	SSX7
ENSMUSG00000088255	ENSG00000212626	Gm24288	RF00554
ENSMUSG00000088423	ENSG00000212626	Gm22554	RF00554
ENSMUSG00000088635	ENSG00000212626	Gm22315	RF00554
ENSMUSG00000088774	ENSG00000212626	Gm26036	RF00554
ENSMUSG00000095714	ENSG00000200949	Gm26467	SNORD115-32
ENSMUSG00000096359	ENSG00000200949	Gm25710	SNORD115-32
ENSMUSG00000095587	ENSG00000200949	Gm22629	SNORD115-32
ENSMUSG00000094922	ENSG00000200949	Gm24759	SNORD115-32
ENSMUSG00000095885	ENSG00000200949	Gm26432	SNORD115-32
ENSMUSG00000094903	ENSG00000200949	Gm23575	SNORD115-32
ENSMUSG00000093994	ENSG00000200949	Gm26498	SNORD115-32
ENSMUSG00000095220	ENSG00000200949	Gm23560	SNORD115-32
ENSMUSG00000093249	ENSG00000277721	Gm24576	RF00017
ENSMUSG00000093164	ENSG00000277721	Gm22993	RF00017
ENSMUSG00000065811	ENSG00000199483	Gm24695	RNU4-15P
ENSMUSG00000088255	ENSG00000212228	Gm24288	RF00554
ENSMUSG00000088423	ENSG00000212228	Gm22554	RF00554
ENSMUSG00000088635	ENSG00000212228	Gm22315	RF00554
ENSMUSG00000088774	ENSG00000212228	Gm26036	RF00554
ENSMUSG00000096271	ENSG00000137077	Ccl21c	CCL21
ENSMUSG00000096214	ENSG00000272020	Gm22634	RNU1-30P
ENSMUSG00000098665	ENSG00000278072	Gm27587	RF01879
ENSMUSG00000077804	ENSG00000212589	Gm24403	RF00560
ENSMUSG00000096087	ENSG00000212589	Gm24709	RF00560
ENSMUSG00000087919	ENSG00000212589	Gm24908	RF00560
ENSMUSG00000077730	ENSG00000212589	Gm23609	RF00560
ENSMUSG00000077153	ENSG00000212589	Gm24580	RF00560
ENSMUSG00000077787	ENSG00000212589	Gm23908	RF00560
ENSMUSG00000065265	ENSG00000201384	Gm23455	RF00421
ENSMUSG00000064814	ENSG00000201384	Gm23939	RF00421
ENSMUSG00000088969	ENSG00000252756	Gm22085	RNU6-577P
ENSMUSG00000080365	ENSG00000221303	Gm25776	SNORA79
ENSMUSG00000065637	ENSG00000201643	Gm26397	SNORA14A
ENSMUSG00000093249	ENSG00000273566	Gm24576	RF00017
ENSMUSG00000093164	ENSG00000273566	Gm22993	RF00017
ENSMUSG00000077221	ENSG00000212135	Snord67	SNORD67
ENSMUSG00000084519	ENSG00000207094	Gm22478	RF00272
ENSMUSG00000038498	ENSG00000175294	Catsper1	CATSPER1
ENSMUSG00000024131	ENSG00000138079	Slc3a1	SLC3A1
ENSMUSG00000064938	ENSG00000249020	Mir3068	SNORA58
ENSMUSG00000099133	ENSG00000273750	Gm27605	RF02132
ENSMUSG00000105187	ENSG00000280636	Gm23377	RF00416
ENSMUSG00000065811	ENSG00000201608	Gm24695	RNU4-42P
ENSMUSG00000095714	ENSG00000200987	Gm26467	SNORD115-30
ENSMUSG00000096359	ENSG00000200987	Gm25710	SNORD115-30
ENSMUSG00000095587	ENSG00000200987	Gm22629	SNORD115-30
ENSMUSG00000094922	ENSG00000200987	Gm24759	SNORD115-30
ENSMUSG00000095885	ENSG00000200987	Gm26432	SNORD115-30
ENSMUSG00000094903	ENSG00000200987	Gm23575	SNORD115-30
ENSMUSG00000093994	ENSG00000200987	Gm26498	SNORD115-30
ENSMUSG00000095220	ENSG00000200987	Gm23560	SNORD115-30
ENSMUSG00000095316	ENSG00000165583	Gm21876	SSX5
ENSMUSG00000058881	ENSG00000101493	Zfp516	ZNF516
ENSMUSG00000088499	ENSG00000251727	Gm22654	RNU6-488P
ENSMUSG00000033960	ENSG00000165757	Jcad	JCAD
ENSMUSG00000065022	ENSG00000200608	AF357341	SNORD114-11
ENSMUSG00000039615	ENSG00000103266	Stub1	STUB1
ENSMUSG00000059455	ENSG00000173261	Plac8l1	PLAC8L1
ENSMUSG00000024570	ENSG00000101546	Rbfa	RBFA
ENSMUSG00000098697	ENSG00000278004	Gm27315	RF01983
ENSMUSG00000088085	ENSG00000206623	Gm25343	RNU6-979P
ENSMUSG00000087968	ENSG00000252010	Gm25395	SCARNA5
ENSMUSG00000065022	ENSG00000201247	AF357341	SNORD114-13
ENSMUSG00000098629	ENSG00000207023	Gm27975	RNU6-975P
ENSMUSG00000088777	ENSG00000281394	Gm26039	SCARNA4
ENSMUSG00000087990	ENSG00000281394	Gm25058	SCARNA4
ENSMUSG00000093249	ENSG00000273866	Gm24576	RF00017
ENSMUSG00000093164	ENSG00000273866	Gm22993	RF00017
ENSMUSG00000093249	ENSG00000276988	Gm24576	RF00017
ENSMUSG00000093164	ENSG00000276988	Gm22993	RF00017
ENSMUSG00000099246	ENSG00000275001	Gm27540	RF02271
ENSMUSG00000065348	ENSG00000206892	Gm25577	RNU6-42P
ENSMUSG00000077804	ENSG00000281808	Gm24403	RF00560
ENSMUSG00000096087	ENSG00000281808	Gm24709	RF00560
ENSMUSG00000087919	ENSG00000281808	Gm24908	RF00560
ENSMUSG00000077730	ENSG00000281808	Gm23609	RF00560
ENSMUSG00000077153	ENSG00000281808	Gm24580	RF00560
ENSMUSG00000077787	ENSG00000281808	Gm23908	RF00560
ENSMUSG00000105187	ENSG00000281863	Gm23377	RF00416
ENSMUSG00000093249	ENSG00000283389	Gm24576	RF00017
ENSMUSG00000093164	ENSG00000283389	Gm22993	RF00017
ENSMUSG00000040888	ENSG00000127554	Gfer	GFER
ENSMUSG00000095316	ENSG00000241476	Gm21876	SSX2
ENSMUSG00000025423	ENSG00000078043	Pias2	PIAS2
ENSMUSG00000065767	ENSG00000274062	Gm23849	RF00004
ENSMUSG00000098312	ENSG00000278040	Gm27953	RF02271
ENSMUSG00000064983	ENSG00000202205	Gm25258	RNU6-1034P
ENSMUSG00000096865	ENSG00000207001	Gm23313	SNORD116-2
ENSMUSG00000094407	ENSG00000207001	Gm23141	SNORD116-2
ENSMUSG00000096677	ENSG00000207001	Gm24518	SNORD116-2
ENSMUSG00000096660	ENSG00000207001	Gm22863	SNORD116-2
ENSMUSG00000093249	ENSG00000278794	Gm24576	RF00017
ENSMUSG00000093164	ENSG00000278794	Gm22993	RF00017
ENSMUSG00000052387	ENSG00000083067	Trpm3	TRPM3
ENSMUSG00000065767	ENSG00000274585	Gm23849	RNU2-1
ENSMUSG00000089581	ENSG00000199360	Gm23341	RNU6-1115P
ENSMUSG00000089607	ENSG00000222170	Gm22500	RNU6-257P
ENSMUSG00000071497	ENSG00000102898	Nutf2-ps1	NUTF2
