pigID	HumanID	pigGeneSymbol	HumanGeneSymbol
ENSSSCG00000025333	ENSG00000238554	RF00003	RNU1-88P
ENSSSCG00000006002	ENSG00000136999	NOV	NOV
ENSSSCG00000031748	ENSG00000283824	ssc-mir-22	MIR22
ENSSSCG00000038361	ENSG00000281394	RF00423	SCARNA4
ENSSSCG00000006512	ENSG00000160752	FDPS	FDPS
ENSSSCG00000018436	ENSG00000272474	RF00181	SNORD113-5
ENSSSCG00000020059	ENSG00000272474	RF00181	SNORD113-5
ENSSSCG00000035970	ENSG00000278113	RF02271	RF02271
ENSSSCG00000038154	ENSG00000199977	RF00045	RF00045
ENSSSCG00000039941	ENSG00000201247	RF00181	SNORD114-13
ENSSSCG00000032698	ENSG00000171368	TPPP	TPPP
ENSSSCG00000013779	ENSG00000123143	PKN1	PKN1
ENSSSCG00000031585	ENSG00000170234	NA	PWWP2A
ENSSSCG00000035280	ENSG00000206827	RF00026	RNU6-1032P
ENSSSCG00000033447	ENSG00000166913	NA	YWHAB
ENSSSCG00000023983	ENSG00000018510	AGPS	AGPS
ENSSSCG00000026416	ENSG00000264229	RF00618	RNU4ATAC
ENSSSCG00000027591	ENSG00000252143	RF00492	RF00492
ENSSSCG00000020045	ENSG00000252143	RF00492	RF00492
ENSSSCG00000029373	ENSG00000198104	NA	OR2T6
ENSSSCG00000018822	ENSG00000200713	RF00026	RNU6-682P
ENSSSCG00000037898	ENSG00000171604	CXXC5	CXXC5
ENSSSCG00000038897	ENSG00000281311	RF00407	RF00407
ENSSSCG00000039897	ENSG00000281311	RF00407	RF00407
ENSSSCG00000018813	ENSG00000281311	RF00407	RF00407
ENSSSCG00000033153	ENSG00000211799	NA	TRAV19
ENSSSCG00000003666	ENSG00000198754	NA	OXCT2
ENSSSCG00000019281	ENSG00000208009	ssc-mir-130a	MIR130A
ENSSSCG00000020683	ENSG00000223174	RF00100	RN7SKP17
ENSSSCG00000016806	ENSG00000113361	NA	CDH6
ENSSSCG00000033640	ENSG00000239571	NA	IGKV2D-30
ENSSSCG00000018364	ENSG00000202058	RF00100	RN7SKP80
ENSSSCG00000005701	ENSG00000130707	ASS1	ASS1
ENSSSCG00000017383	ENSG00000131471	NA	AOC3
ENSSSCG00000010391	ENSG00000225830	ERCC6	ERCC6
ENSSSCG00000015367	ENSG00000107897	NA	ACBD5
ENSSSCG00000033242	ENSG00000274006	RF02112	RF02112
ENSSSCG00000035279	ENSG00000274006	RF02112	RF02112
ENSSSCG00000017306	ENSG00000259207	ITGB3	ITGB3
ENSSSCG00000039941	ENSG00000200608	RF00181	SNORD114-11
ENSSSCG00000002502	ENSG00000066739	ATG2B	ATG2B
ENSSSCG00000037702	ENSG00000277066	RF02106	RF02106
ENSSSCG00000036802	ENSG00000251608	NA	OR12D1
ENSSSCG00000018263	ENSG00000238317	RF01182	SNORD11
ENSSSCG00000022747	ENSG00000206733	RF00026	RNU6-641P
ENSSSCG00000024319	ENSG00000200792	RF00406	SNORA80A
ENSSSCG00000009504	ENSG00000185352	HS6ST3	HS6ST3
ENSSSCG00000019977	ENSG00000206799	RF00421	SNORA32
ENSSSCG00000037630	ENSG00000201348	RF00045	RNU105B
ENSSSCG00000034185	ENSG00000201348	RF00045	RNU105B
ENSSSCG00000039941	ENSG00000201036	RF00181	RF00181
ENSSSCG00000022289	ENSG00000156453	PCDH1	PCDH1
ENSSSCG00000013875	ENSG00000053501	USE1	USE1
ENSSSCG00000018642	ENSG00000207312	RF00026	RNU6-429P
ENSSSCG00000018041	ENSG00000072210	ALDH3A2	ALDH3A2
ENSSSCG00000036548	ENSG00000201077	RF00026	RNU6-188P
ENSSSCG00000031494	ENSG00000199687	RF00003	RNU1-38P
ENSSSCG00000012914	ENSG00000172613	RAD9A	RAD9A
ENSSSCG00000039124	ENSG00000208036	MIR106B	MIR106B
ENSSSCG00000019132	ENSG00000207090	RF00026	RNU6-517P
ENSSSCG00000026837	ENSG00000276788	RF00087	SNORD26
ENSSSCG00000009543	ENSG00000041515	MYO16	MYO16
ENSSSCG00000026181	ENSG00000166971	AKTIP	AKTIP
ENSSSCG00000031406	ENSG00000074211	NA	PPP2R2C
ENSSSCG00000033530	ENSG00000274430	RF02124	RF02124
ENSSSCG00000034317	ENSG00000252126	RF00026	RNU6-313P
ENSSSCG00000039048	ENSG00000251840	RF00100	RN7SKP155
ENSSSCG00000034305	ENSG00000277568	RF02271	RF02271
ENSSSCG00000021648	ENSG00000200377	RF00275	RF00275
ENSSSCG00000037702	ENSG00000277689	RF02106	RF02106
ENSSSCG00000035035	ENSG00000201746	RF00026	RNU6-828P
ENSSSCG00000019619	ENSG00000238917	RF01290	SNORD10
ENSSSCG00000031263	ENSG00000200779	RF00026	RNU6-105P
ENSSSCG00000019027	ENSG00000208024	MIR199A-1	MIR199A2
ENSSSCG00000019867	ENSG00000201315	RF00100	RN7SKP227
ENSSSCG00000040613	ENSG00000223015	RF00026	RNU6-1135P
ENSSSCG00000034916	ENSG00000114745	GORASP1	GORASP1
ENSSSCG00000027171	ENSG00000216179	MIR541	MIR541
ENSSSCG00000019846	ENSG00000207957	ssc-mir-105-1	MIR105-1
ENSSSCG00000003438	ENSG00000048707	VPS13D	VPS13D
ENSSSCG00000038352	ENSG00000200520	RF00026	RNU6-1214P
ENSSSCG00000032915	ENSG00000207136	RF00026	RNU6-769P
ENSSSCG00000020047	ENSG00000222445	RF00100	RN7SKP56
ENSSSCG00000019323	ENSG00000238363	RF00396	SNORA13
ENSSSCG00000029647	ENSG00000207785	ssc-mir-500	MIR500A
ENSSSCG00000012658	ENSG00000134594	RAB33A	RAB33A
ENSSSCG00000018996	ENSG00000207739	ssc-mir-218b	MIR218-2
ENSSSCG00000036802	ENSG00000280236	NA	OR12D2
ENSSSCG00000040567	ENSG00000237702	NA	TRBV3-1
ENSSSCG00000032070	ENSG00000237702	NA	TRBV3-1
ENSSSCG00000036729	ENSG00000212410	RF00026	RNU6-932P
ENSSSCG00000018173	ENSG00000199032	ssc-mir-425	MIR425
ENSSSCG00000027591	ENSG00000251992	RF00492	SCARNA17
ENSSSCG00000020045	ENSG00000251992	RF00492	SCARNA17
ENSSSCG00000034467	ENSG00000272337	RF00026	RNU6-90P
ENSSSCG00000013363	ENSG00000166796	LDHC	LDHC
ENSSSCG00000039463	ENSG00000276225	RF02145	RF02145
ENSSSCG00000040505	ENSG00000259092	NA	TRAV30
ENSSSCG00000023147	ENSG00000199767	RF00026	RNU6-78P
ENSSSCG00000035778	ENSG00000123307	NEUROD4	NEUROD4
ENSSSCG00000039410	ENSG00000253003	RF00026	RNU6-1261P
ENSSSCG00000021648	ENSG00000201151	RF00275	RF00275
ENSSSCG00000033519	ENSG00000274086	RF02118	RF02118
ENSSSCG00000019942	ENSG00000207744	ssc-mir-10b	MIR10B
ENSSSCG00000039532	ENSG00000212167	RF00026	RNU6-763P
ENSSSCG00000037280	ENSG00000200756	RF00026	RNU6-236P
ENSSSCG00000034606	ENSG00000278236	RF02271	RF02271
ENSSSCG00000027189	ENSG00000125503	PPP1R12C	PPP1R12C
ENSSSCG00000010855	ENSG00000143811	NA	PYCR2
ENSSSCG00000036779	ENSG00000277739	RF00002	RNA5-8SN2
ENSSSCG00000017306	ENSG00000259753	ITGB3	AC068234.1
ENSSSCG00000019809	ENSG00000200623	RF00093	SNORD18A
ENSSSCG00000016527	ENSG00000164707	SLC13A4	SLC13A4
ENSSSCG00000039936	ENSG00000201700	RF00181	SNORD113-3
ENSSSCG00000040451	ENSG00000200554	RF00026	RNU6-1020P
ENSSSCG00000034585	ENSG00000239197	RF01233	RF01233
ENSSSCG00000019977	ENSG00000206776	RF00421	RF00421
ENSSSCG00000036779	ENSG00000276700	RF00002	RNA5-8SN2
ENSSSCG00000023812	ENSG00000115423	NA	DNAH6
ENSSSCG00000032526	ENSG00000273623	RF02195	RF02195
ENSSSCG00000023071	ENSG00000207562	ssc-mir-34c-1	MIR34C
ENSSSCG00000005737	ENSG00000165702	GFI1B	GFI1B
ENSSSCG00000020461	ENSG00000252213	RF00090	SNORA74D
ENSSSCG00000020188	ENSG00000252213	RF00090	SNORA74D
ENSSSCG00000020087	ENSG00000278815	RF00006	RF00006
ENSSSCG00000035235	ENSG00000252449	RF00026	RNU6-139P
ENSSSCG00000031670	ENSG00000207081	RF00026	RNU6-616P
ENSSSCG00000017127	ENSG00000178927	CYBC1	CYBC1
ENSSSCG00000038256	ENSG00000201558	RF00003	RNVU1-6
ENSSSCG00000028911	ENSG00000206561	COLQ	COLQ
ENSSSCG00000017963	ENSG00000183914	DNAH2	DNAH2
ENSSSCG00000018179	ENSG00000275662	RF01169	SNORD112
ENSSSCG00000019870	ENSG00000207110	RF00003	RNU1-106P
ENSSSCG00000031604	ENSG00000211776	TRAV2	TRAV2
ENSSSCG00000020497	ENSG00000283489	RF00026	RF00026
ENSSSCG00000033614	ENSG00000220988	RF00604	SNORD88C
ENSSSCG00000020207	ENSG00000252989	RF00322	RF00322
ENSSSCG00000033996	ENSG00000207389	RF00003	RNU1-4
ENSSSCG00000028542	ENSG00000234857	NA	HNRNPUL2-BSCL2
ENSSSCG00000019317	ENSG00000207994	ssc-mir-100	MIR100
ENSSSCG00000038087	ENSG00000204704	NA	OR2W1
ENSSSCG00000018719	ENSG00000199168	ssc-mir-374a	MIR374A
ENSSSCG00000019058	ENSG00000212457	RF00026	RNU6-644P
ENSSSCG00000036511	ENSG00000277492	RF01848	SNORD3E
ENSSSCG00000040734	ENSG00000202082	RF00026	RNU6-290P
ENSSSCG00000021384	ENSG00000136492	BRIP1	BRIP1
ENSSSCG00000035763	ENSG00000252601	RF00425	RF00425
ENSSSCG00000022841	ENSG00000252601	RF00425	RF00425
ENSSSCG00000032742	ENSG00000252601	RF00425	RF00425
ENSSSCG00000019421	ENSG00000252601	RF00425	RF00425
ENSSSCG00000033561	ENSG00000252601	RF00425	RF00425
ENSSSCG00000019555	ENSG00000252601	RF00425	RF00425
ENSSSCG00000019322	ENSG00000252601	RF00425	RF00425
ENSSSCG00000018769	ENSG00000252601	RF00425	RF00425
ENSSSCG00000019775	ENSG00000252601	RF00425	RF00425
ENSSSCG00000020298	ENSG00000252601	RF00425	RF00425
ENSSSCG00000018686	ENSG00000252601	RF00425	RF00425
ENSSSCG00000019000	ENSG00000212460	RF00026	RNU6-460P
ENSSSCG00000015422	ENSG00000105819	PMPCB	PMPCB
ENSSSCG00000023841	ENSG00000199990	RF00006	VTRNA1-1
ENSSSCG00000019956	ENSG00000238531	RF01173	SNORD105B
ENSSSCG00000040734	ENSG00000252074	RF00026	RNU6-416P
ENSSSCG00000019450	ENSG00000272458	ssc-mir-432	MIR432
ENSSSCG00000032611	ENSG00000211731	NA	TRBV5-7
ENSSSCG00000031208	ENSG00000278592	RF02141	RF02141
ENSSSCG00000027335	ENSG00000201078	RF00100	RN7SKP214
ENSSSCG00000040347	ENSG00000195024	RF00003	RNU1-15P
ENSSSCG00000040115	ENSG00000273541	RF02104	RF02104
ENSSSCG00000036286	ENSG00000101474	APMAP	APMAP
ENSSSCG00000018558	ENSG00000201410	RF00342	RF00342
ENSSSCG00000025435	ENSG00000216101	MIR877	MIR877
ENSSSCG00000037826	ENSG00000209480	RF00593	SNORD83B
ENSSSCG00000040158	ENSG00000221711	RF00612	RF00612
ENSSSCG00000020114	ENSG00000251987	RF00154	RF00154
ENSSSCG00000002739	ENSG00000040199	PHLPP2	PHLPP2
ENSSSCG00000031507	ENSG00000198995	MIR340	MIR340
ENSSSCG00000032046	ENSG00000134897	NA	BIVM
ENSSSCG00000019885	ENSG00000239043	RF01186	SNORD127
ENSSSCG00000034163	ENSG00000198523	PLN	PLN
ENSSSCG00000005934	ENSG00000167632	NA	TRAPPC9
ENSSSCG00000022391	ENSG00000199474	RF00443	RF00443
ENSSSCG00000019296	ENSG00000199474	RF00443	RF00443
ENSSSCG00000038678	ENSG00000199474	RF00443	RF00443
ENSSSCG00000027038	ENSG00000202347	RF00003	RNU1-16P
ENSSSCG00000019292	ENSG00000202347	RF00003	RNU1-16P
ENSSSCG00000003147	ENSG00000063180	CA11	CA11
ENSSSCG00000017144	ENSG00000171246	NPTX1	NPTX1
ENSSSCG00000037583	ENSG00000114450	GNB4	GNB4
ENSSSCG00000019225	ENSG00000215991	ssc-mir-208b	MIR208B
ENSSSCG00000018831	ENSG00000238326	RF01210	RF01210
ENSSSCG00000038568	ENSG00000277653	RF01909	RF01909
ENSSSCG00000038502	ENSG00000207333	RF00026	RNU6-680P
ENSSSCG00000018214	ENSG00000284387	ssc-mir-24-1	MIR24-2
ENSSSCG00000039588	ENSG00000207012	RF00026	RNU6-72P
ENSSSCG00000004390	ENSG00000080546	SESN1	SESN1
ENSSSCG00000037509	ENSG00000173674	NA	EIF1AX
ENSSSCG00000009929	ENSG00000111199	TRPV4	TRPV4
ENSSSCG00000018757	ENSG00000199153	ssc-mir-30d	MIR30D
ENSSSCG00000039008	ENSG00000198083	NA	KRTAP9-9
ENSSSCG00000019862	ENSG00000271852	RF01192	SNORD11B
ENSSSCG00000022015	ENSG00000221241	RF00604	SNORD88A
ENSSSCG00000039700	ENSG00000221241	RF00604	SNORD88A
ENSSSCG00000038988	ENSG00000204700	NA	OR2J2
ENSSSCG00000037917	ENSG00000222796	RF00026	RNU6-383P
ENSSSCG00000032371	ENSG00000211797	TRAV17	TRAV17
ENSSSCG00000013662	ENSG00000130810	PPAN	PPAN
ENSSSCG00000001972	ENSG00000100478	AP4S1	AP4S1
ENSSSCG00000018931	ENSG00000211520	MIR216B	MIR216B
ENSSSCG00000034872	ENSG00000256553	NA	TRAV1-2
ENSSSCG00000040779	ENSG00000274276	NA	CBSL
ENSSSCG00000019303	ENSG00000251703	RF00026	RNU6-998P
ENSSSCG00000025028	ENSG00000101966	NA	XIAP
ENSSSCG00000018533	ENSG00000201264	RF00071	SNORD73B
ENSSSCG00000028285	ENSG00000187612	NA	OR5W2
ENSSSCG00000038847	ENSG00000200350	RF00026	RNU6-1285P
ENSSSCG00000033225	ENSG00000211896	NA	IGHG1
ENSSSCG00000036127	ENSG00000211896	NA	IGHG1
ENSSSCG00000025028	ENSG00000163098	NA	BIRC8
ENSSSCG00000034969	ENSG00000252046	RF00026	RNU6-150P
ENSSSCG00000018555	ENSG00000284190	ssc-mir-21	MIR21
ENSSSCG00000001999	ENSG00000100926	NA	TM9SF1
ENSSSCG00000037647	ENSG00000114126	TFDP2	TFDP2
ENSSSCG00000038298	ENSG00000275948	RF01684	RF01684
ENSSSCG00000039152	ENSG00000279514	NA	OR4C16
ENSSSCG00000032325	ENSG00000237521	NA	OR7E24
ENSSSCG00000004772	ENSG00000140320	BAHD1	BAHD1
ENSSSCG00000018147	ENSG00000283978	ssc-mir-365-2	MIR365B
ENSSSCG00000030378	ENSG00000106683	LIMK1	LIMK1
ENSSSCG00000036209	ENSG00000278020	RF02142	RF02142
ENSSSCG00000039008	ENSG00000239886	NA	KRTAP9-2
ENSSSCG00000033786	ENSG00000133818	NA	RRAS2
ENSSSCG00000026200	ENSG00000163421	PROK2	PROK2
ENSSSCG00000032132	ENSG00000148672	NA	GLUD1
ENSSSCG00000003721	ENSG00000154080	CHST9	CHST9
ENSSSCG00000018753	ENSG00000284485	ssc-mir-205	MIR205
ENSSSCG00000038609	ENSG00000280496	RF00416	SNORA17B
ENSSSCG00000033409	ENSG00000253022	RF00026	RNU6-731P
ENSSSCG00000018427	ENSG00000223305	RF00100	RN7SKP30
ENSSSCG00000032046	ENSG00000270181	NA	BIVM-ERCC5
ENSSSCG00000019823	ENSG00000207980	ssc-mir-23a	MIR23A
ENSSSCG00000002078	ENSG00000211786	NA	TRAV8-2
ENSSSCG00000032844	ENSG00000154263	NA	ABCA10
ENSSSCG00000033996	ENSG00000207513	RF00003	RNU1-3
ENSSSCG00000002078	ENSG00000211795	NA	TRAV8-6
ENSSSCG00000019719	ENSG00000207737	ssc-mir-181b-2	MIR181B2
ENSSSCG00000009567	ENSG00000185989	RASA3	RASA3
ENSSSCG00000019003	ENSG00000207461	RF00026	RNU6-253P
ENSSSCG00000025689	ENSG00000004975	DVL2	DVL2
ENSSSCG00000040734	ENSG00000222398	RF00026	RNU6-554P
ENSSSCG00000032132	ENSG00000182890	NA	GLUD2
ENSSSCG00000038338	ENSG00000206611	RF00069	SNORD24
ENSSSCG00000038256	ENSG00000238825	RF00003	RNU1-13P
ENSSSCG00000025302	ENSG00000208000	NA	MIR509-1
ENSSSCG00000020604	ENSG00000212332	RF00026	RNU6-780P
ENSSSCG00000026067	ENSG00000187045	TMPRSS6	TMPRSS6
ENSSSCG00000019602	ENSG00000206989	RF00154	SNORD63
ENSSSCG00000005011	ENSG00000165525	NEMF	NEMF
ENSSSCG00000040555	ENSG00000276100	RF02189	RF02189
ENSSSCG00000037124	ENSG00000276179	RF02113	RF02113
ENSSSCG00000018373	ENSG00000275994	RF00399	SNORA24
ENSSSCG00000040779	ENSG00000160200	NA	CBS
ENSSSCG00000033354	ENSG00000277890	RF00026	RF00026
ENSSSCG00000037328	ENSG00000277890	RF00026	RF00026
ENSSSCG00000023841	ENSG00000202515	RF00006	VTRNA1-3
ENSSSCG00000036992	ENSG00000272533	RF00400	SNORA28
ENSSSCG00000019544	ENSG00000272533	RF00400	SNORA28
ENSSSCG00000031839	ENSG00000207366	RF00026	RNU6-297P
ENSSSCG00000032611	ENSG00000211725	NA	TRBV5-5
ENSSSCG00000019004	ENSG00000199017	ssc-mir-1	MIR1-1
ENSSSCG00000018056	ENSG00000277363	SRCIN1	SRCIN1
ENSSSCG00000019114	ENSG00000238961	RF01234	SNORA47
ENSSSCG00000034565	ENSG00000211807	NA	TRAV26-1
ENSSSCG00000035351	ENSG00000211807	NA	TRAV26-1
ENSSSCG00000018831	ENSG00000238745	RF01210	RF01210
ENSSSCG00000018956	ENSG00000202269	RF00096	RF00096
ENSSSCG00000003326	ENSG00000198300	NA	PEG3
ENSSSCG00000022452	ENSG00000207587	MIR544A	MIR544A
ENSSSCG00000034738	ENSG00000166166	TRMT61A	TRMT61A
ENSSSCG00000039954	ENSG00000169953	NA	HSFY2
ENSSSCG00000014177	ENSG00000153922	CHD1	CHD1
ENSSSCG00000032118	ENSG00000200360	RF00026	RNU6-792P
ENSSSCG00000017861	ENSG00000108381	ASPA	ASPA
ENSSSCG00000035949	ENSG00000140718	FTO	FTO
ENSSSCG00000036461	ENSG00000075429	CACNG5	CACNG5
ENSSSCG00000018524	ENSG00000272034	RF00016	SNORD14A
ENSSSCG00000018796	ENSG00000252485	RF00006	RF00006
ENSSSCG00000019232	ENSG00000207604	ssc-mir-206	MIR206
ENSSSCG00000019435	ENSG00000201733	RF00416	RF00416
ENSSSCG00000038717	ENSG00000145982	FARS2	FARS2
ENSSSCG00000039642	ENSG00000199924	RF00026	RNU6-1252P
ENSSSCG00000040635	ENSG00000252242	RF00066	RNU7-115P
ENSSSCG00000036971	ENSG00000121769	NA	FABP3
ENSSSCG00000031876	ENSG00000011638	TMEM159	TMEM159
ENSSSCG00000039008	ENSG00000241595	NA	KRTAP9-4
ENSSSCG00000038988	ENSG00000204702	NA	OR2J1
ENSSSCG00000020583	ENSG00000251888	RF00100	RN7SKP190
ENSSSCG00000032611	ENSG00000211728	NA	TRBV5-6
ENSSSCG00000037911	ENSG00000275625	RF02123	RF02123
ENSSSCG00000019590	ENSG00000207051	RF00443	SNORA27
ENSSSCG00000034975	ENSG00000207087	RF00026	RNU6-242P
ENSSSCG00000034928	ENSG00000252635	RF00004	RNU2-56P
ENSSSCG00000031349	ENSG00000213015	ZNF580	ZNF580
ENSSSCG00000004421	ENSG00000010810	FYN	FYN
ENSSSCG00000020428	ENSG00000252097	RF00026	RNU6-346P
ENSSSCG00000020144	ENSG00000221031	RF00621	RF00621
ENSSSCG00000018270	ENSG00000251834	RF00026	RNU6-319P
ENSSSCG00000021544	ENSG00000252139	RF00283	RF00283
ENSSSCG00000037379	ENSG00000252139	RF00283	RF00283
ENSSSCG00000020491	ENSG00000252139	RF00283	RF00283
ENSSSCG00000018365	ENSG00000206839	RF00026	RNU6-746P
ENSSSCG00000025302	ENSG00000212014	NA	MIR509-3
ENSSSCG00000034383	ENSG00000206614	RF00026	RNU6-477P
ENSSSCG00000021394	ENSG00000206907	RF00026	RNU6-1013P
ENSSSCG00000008565	ENSG00000173557	C2orf70	C2orf70
ENSSSCG00000038859	ENSG00000153391	INO80C	INO80C
ENSSSCG00000038988	ENSG00000204701	NA	OR2J3
ENSSSCG00000020641	ENSG00000252338	RF00026	RNU6-503P
ENSSSCG00000027905	ENSG00000076053	NA	RBM7
ENSSSCG00000018907	ENSG00000272036	ssc-mir-139	MIR139
ENSSSCG00000028762	ENSG00000167987	VPS37C	VPS37C
ENSSSCG00000040561	ENSG00000283745	ssc-mir-196b-1	MIR196B
ENSSSCG00000032611	ENSG00000211734	NA	TRBV5-1
ENSSSCG00000019666	ENSG00000207935	ssc-mir-204	MIR204
ENSSSCG00000023577	ENSG00000238300	RF01191	SNORD121B
ENSSSCG00000018774	ENSG00000212302	RF00588	RF00588
ENSSSCG00000019009	ENSG00000266297	ssc-mir-744	MIR744
ENSSSCG00000036502	ENSG00000277081	RF01971	RF01971
ENSSSCG00000023240	ENSG00000252282	RF00026	RNU6-1089P
ENSSSCG00000040880	ENSG00000278026	RF01954	RF01954
ENSSSCG00000011080	ENSG00000077327	SPAG6	SPAG6
ENSSSCG00000035839	ENSG00000177302	TOP3A	TOP3A
ENSSSCG00000001844	ENSG00000166819	PLIN1	PLIN1
ENSSSCG00000017143	ENSG00000141577	CEP131	CEP131
ENSSSCG00000019050	ENSG00000207614	ssc-mir-193a	MIR193A
ENSSSCG00000028028	ENSG00000207768	MIR188	MIR188
ENSSSCG00000039642	ENSG00000200097	RF00026	RNU6-1167P
ENSSSCG00000033225	ENSG00000211893	NA	IGHG2
ENSSSCG00000036127	ENSG00000211893	NA	IGHG2
ENSSSCG00000019808	ENSG00000208006	ssc-mir-16-2	MIR16-1
ENSSSCG00000019678	ENSG00000251851	RF00026	RNU6-772P
ENSSSCG00000019046	ENSG00000221116	RF00610	SNORD110
ENSSSCG00000021441	ENSG00000207933	ssc-mir-9-1	MIR9-1
ENSSSCG00000035763	ENSG00000252249	RF00425	RF00425
ENSSSCG00000022841	ENSG00000252249	RF00425	RF00425
ENSSSCG00000032742	ENSG00000252249	RF00425	RF00425
ENSSSCG00000019421	ENSG00000252249	RF00425	RF00425
ENSSSCG00000033561	ENSG00000252249	RF00425	RF00425
ENSSSCG00000019555	ENSG00000252249	RF00425	RF00425
ENSSSCG00000019322	ENSG00000252249	RF00425	RF00425
ENSSSCG00000018769	ENSG00000252249	RF00425	RF00425
ENSSSCG00000019775	ENSG00000252249	RF00425	RF00425
ENSSSCG00000020298	ENSG00000252249	RF00425	RF00425
ENSSSCG00000018686	ENSG00000252249	RF00425	RF00425
ENSSSCG00000034652	ENSG00000211779	TRAV5	TRAV5
ENSSSCG00000033850	ENSG00000201752	RF00026	RNU6-119P
ENSSSCG00000024480	ENSG00000198879	SFMBT2	SFMBT2
ENSSSCG00000018906	ENSG00000206701	RF00026	RNU6-1040P
ENSSSCG00000034969	ENSG00000207345	RF00026	RNU6-1222P
ENSSSCG00000033225	ENSG00000211897	NA	IGHG3
ENSSSCG00000036127	ENSG00000211897	NA	IGHG3
ENSSSCG00000020497	ENSG00000223191	RF00026	RNU6-293P
ENSSSCG00000021268	ENSG00000223004	RF00070	RF00070
ENSSSCG00000037271	ENSG00000223004	RF00070	RF00070
ENSSSCG00000031793	ENSG00000130844	ZNF331	ZNF331
ENSSSCG00000024937	ENSG00000283170	NA	MIR382
ENSSSCG00000038166	ENSG00000243729	NA	OR5V1
ENSSSCG00000026963	ENSG00000198973	MIR375	MIR375
ENSSSCG00000038436	ENSG00000242028	HYPK	HYPK
ENSSSCG00000002078	ENSG00000211790	NA	TRAV8-4
ENSSSCG00000033225	ENSG00000211892	NA	IGHG4
ENSSSCG00000036127	ENSG00000211892	NA	IGHG4
ENSSSCG00000018184	ENSG00000209482	RF00593	SNORD83A
ENSSSCG00000024530	ENSG00000212371	RF00404	RF00404
ENSSSCG00000022204	ENSG00000188157	AGRN	AGRN
ENSSSCG00000023373	ENSG00000273611	ZNHIT3	ZNHIT3
ENSSSCG00000022219	ENSG00000264294	RF00157	SNORD55
ENSSSCG00000028894	ENSG00000264294	RF00157	SNORD55
ENSSSCG00000019343	ENSG00000207695	ssc-mir-184	MIR184
ENSSSCG00000020083	ENSG00000212468	RF00026	RNU6-754P
ENSSSCG00000037060	ENSG00000252595	RF00100	RN7SKP82
ENSSSCG00000006157	ENSG00000125459	NA	MSTO1
ENSSSCG00000031215	ENSG00000211813	NA	TRAV34
ENSSSCG00000040520	ENSG00000239002	RF01296	SCARNA10
ENSSSCG00000034435	ENSG00000206652	RF00003	RNU1-1
ENSSSCG00000035263	ENSG00000206652	RF00003	RNU1-1
ENSSSCG00000002095	ENSG00000211784	NA	TRAV10
ENSSSCG00000020020	ENSG00000238578	RF00266	SNORD4A
ENSSSCG00000028542	ENSG00000214753	NA	HNRNPUL2
ENSSSCG00000040072	ENSG00000274072	RF01684	RF01684
ENSSSCG00000035503	ENSG00000238761	RF01210	RF01210
ENSSSCG00000015782	ENSG00000168310	IRF2	IRF2
ENSSSCG00000038609	ENSG00000252461	RF00416	RF00416
ENSSSCG00000006491	ENSG00000160781	NA	PAQR6
ENSSSCG00000019590	ENSG00000252459	RF00443	RF00443
ENSSSCG00000020760	ENSG00000199012	MIR412	MIR412
ENSSSCG00000013662	ENSG00000243207	PPAN	PPAN-P2RY11
ENSSSCG00000018775	ENSG00000251974	RF00413	RF00413
ENSSSCG00000019813	ENSG00000207361	RF00026	RNU6-178P
ENSSSCG00000018796	ENSG00000251900	RF00006	VTRNA2-2P
ENSSSCG00000018197	ENSG00000200913	RF00218	SNORD46
ENSSSCG00000035110	ENSG00000211778	TRAV4	TRAV4
ENSSSCG00000032615	ENSG00000276680	RF02143	RF02143
ENSSSCG00000037436	ENSG00000199645	RF00026	RNU6-1330P
ENSSSCG00000002884	ENSG00000105699	LSR	LSR
ENSSSCG00000018100	ENSG00000201161	RF00100	RN7SKP10
ENSSSCG00000034383	ENSG00000202074	RF00026	RNU6-715P
ENSSSCG00000018618	ENSG00000216009	ssc-mir-874	MIR874
ENSSSCG00000035763	ENSG00000206592	RF00425	RF00425
ENSSSCG00000022841	ENSG00000206592	RF00425	RF00425
ENSSSCG00000032742	ENSG00000206592	RF00425	RF00425
ENSSSCG00000019421	ENSG00000206592	RF00425	RF00425
ENSSSCG00000033561	ENSG00000206592	RF00425	RF00425
ENSSSCG00000019555	ENSG00000206592	RF00425	RF00425
ENSSSCG00000019322	ENSG00000206592	RF00425	RF00425
ENSSSCG00000018769	ENSG00000206592	RF00425	RF00425
ENSSSCG00000019775	ENSG00000206592	RF00425	RF00425
ENSSSCG00000020298	ENSG00000206592	RF00425	RF00425
ENSSSCG00000018686	ENSG00000206592	RF00425	RF00425
ENSSSCG00000038256	ENSG00000272020	RF00003	RNU1-30P
ENSSSCG00000020497	ENSG00000199272	RF00026	RNU6-349P
ENSSSCG00000036587	ENSG00000249859	RF02165	PVT1
ENSSSCG00000031309	ENSG00000249859	RF02165	PVT1
ENSSSCG00000033354	ENSG00000238478	RF00026	RNU6-498P
ENSSSCG00000037328	ENSG00000238478	RF00026	RNU6-498P
ENSSSCG00000035500	ENSG00000273537	RF01986	RF01986
ENSSSCG00000033755	ENSG00000231861	NA	OR5K2
ENSSSCG00000023893	ENSG00000207732	ssc-mir-218-1	MIR218-1
ENSSSCG00000033213	ENSG00000186687	LYRM7	LYRM7
ENSSSCG00000026494	ENSG00000223335	RF00026	RNU6-603P
