ID	osteoarthritisvsHealthy.control_logFC	osteoarthritisvsHealthy.control_padjFilter
ANGPTL8	-0.0926628060350572	NA
ANHX	-0.0251298022167443	0.853693057892001
ANK1	-0.303377687746988	0.140034695910856
ANK2	-0.149935703766388	NA
ANK3	0.538977773253493	0.14807780749494
ANKAR	-0.0971970884537225	NA
ANKDD1A	-0.253404514682019	0.133240712590723
ANKEF1	-0.0736838644795736	NA
ANKFN1	-0.671243006997563	NA
ANKFY1	-0.0760183763746847	NA
ANKH	1.23369486048554	0.0223346075123731
ANKHD1	0.11691793841128	NA
ANKIB1	-0.147472753396449	0.3797347675221
ANKLE1	-0.0833099969322375	NA
ANKLE2	0.108808498380485	0.637681642018173
ANKMY1	-0.140536603527135	NA
ANKMY2	-0.0543224046542932	0.848013657119504
ANKRA2	-0.229378214539675	0.134252120770345
ANKRD1	0.337889027760027	NA
ANKRD10	-0.111948215894655	0.635492042194699
ANKRD10-IT1	-0.221810146363788	0.418849155705552
ANKRD11	-0.342107054938143	0.128641191971568
ANKRD12	-0.378523860246522	0.0527573062798413
ANKRD13A	-0.292265971795971	0.0844675541099661
ANKRD13B	-0.18194189097539	NA
ANKRD13C	0.333688707043668	0.116201340245873
ANKRD13D	-0.0749791045363484	NA
ANKRD16	0.138793784489351	NA
ANKRD17	-0.0968157602872868	0.555040945211883
ANKRD18A	-0.609739751851842	NA
ANKRD18B	0.0190306135453353	NA
ANKRD19P	0.116140711970362	NA
ANKRD2	-0.258578914559831	0.199392258421214
ANKRD20A11P	-0.142996709865972	0.434917219975639
ANKRD20A12P	-0.239793761522418	NA
ANKRD20A5P	-0.299725866378182	NA
ANKRD22	-0.204693322923588	NA
ANKRD23	-0.0122116652988753	NA
ANKRD24	-0.202150077674464	NA
ANKRD26	-0.142681288972541	0.677174574103071
ANKRD26P3	-0.198425940769881	NA
ANKRD27	-0.0766637571631339	0.778997420328429
ANKRD28	0.215445076004174	0.636264067549118
ANKRD29	-0.561296696278144	0.141851378399846
ANKRD30A	-0.0905770510349613	NA
ANKRD30B	-0.0644918910024903	NA
ANKRD30BP2	-0.0106556188974429	NA
ANKRD30BP3	-0.166931572056685	NA
ANKRD31	-0.0472015242173218	NA
ANKRD33	-0.0729350838009806	NA
ANKRD33B	-0.266699387654524	0.486871044037923
ANKRD34A	0.164051985472923	NA
ANKRD34C	0.0278823293889729	NA
ANKRD35	0.514184375362159	0.163430743023336
ANKRD36	-0.452224654958469	NA
ANKRD36B	-0.190413706138819	0.631598066411312
ANKRD36BP2	0.144532807361547	NA
ANKRD36C	0.00503327609256887	NA
ANKRD37	0.0733397227802319	NA
ANKRD39	0.116284751525938	NA
ANKRD40	0.147734498918301	0.488895177355558
ANKRD40CL	-0.0958841738906937	NA
ANKRD44	-0.236249544134571	NA
ANKRD44-IT1	-0.0264247710378669	NA
ANKRD45	-0.11571416848976	NA
ANKRD46	0.146553479736214	0.534183062036683
ANKRD49	-0.0632914115168663	0.768177289064935
ANKRD50	0.30809784685368	0.29468745638305
ANKRD52	0.237217050537153	0.0847788430944409
ANKRD53	-0.153653713142597	0.284996638068382
ANKRD54	0.0967265696825894	NA
ANKRD55	0.0425626655241076	NA
ANKRD6	-0.0619678198803655	0.857592881696662
ANKRD60	-0.0313971464669178	NA
ANKRD65	-0.0666077521416666	NA
ANKRD7	-0.0373119503504844	NA
ANKRD9	-0.0836772083325483	NA
ANKS1A	-0.0283107688306554	0.900007843890611
ANKS1B	-0.0830084290245861	NA
ANKS3	-0.0594600408385615	0.75455112767935
ANKS4B	-0.0619568850348307	NA
ANKS6	-0.0997814929885923	NA
ANKUB1	0.0185146759650565	NA
ANKZF1	-0.0065845286158952	0.972076136145917
ANLN	0.0742069950870401	NA
ANO1	-0.253189323306123	NA
ANO10	0.0327337709659874	0.842700875128152
ANO2	0.00141595406182926	NA
ANO3	-0.20581672527108	NA
ANO4	-0.0534475489875255	NA
ANO5	-0.138935010840886	0.713995196549325
ANO6	-0.0475411619438981	0.778997420328429
ANO7	-0.288925599228159	0.0757847303300958
ANO8	0.130892122186824	0.490632951574414
ANO9	-0.0968810775556577	NA
ANOS1	0.138079975045827	0.748696845274335
ANP32A	-0.0712049113460385	0.768041578464992
ANP32A-IT1	0.115879972568566	NA
ANP32B	-0.278877403239361	0.248507792614747
ANP32C	-0.160831362741958	NA
ANP32D	0.0475049394306248	NA
ANP32E	-0.830042628009672	0.0764228472864754
ANPEP	-0.0536321734692784	NA
ANTKMT	0.563104367770779	0.0685180714903867
ANTXR1	-0.0598436656106793	NA
ANTXR2	0.140576945503666	0.257026554624113
ANXA1	-0.479237110104037	0.113335274838525
ANXA10	-0.0158579009775099	NA
ANXA11	0.283934559484001	0.197011355857052
ANXA13	-0.0641894904636189	NA
ANXA2	-0.507944427631569	0.0527573062798413
ANXA2P1	-0.288765185058454	NA
ANXA2P2	-0.462316892986889	0.0552860410895741
ANXA2P3	-0.0863391131804985	0.448069430399558
ANXA2R	0.0831919661987373	0.657950520796459
ANXA3	-0.367580995053348	NA
ANXA4	-0.0103400193774892	0.978907755153064
ANXA5	-0.201589820249577	0.337816156351425
ANXA6	-0.117656078095095	0.422369373181537
ANXA7	-0.17410454770935	0.376498181959717
ANXA9	-0.177314442226241	NA
AOAH	-0.0702314930675039	0.873637645650137
AOC1	-0.00439202926867477	NA
AOC2	-0.0342893781611666	NA
AOC3	-1.18711808452153	0.0775716498786697
AOC4P	-0.268297042203836	0.206864075795337
AOPEP	-0.254426953463576	0.235779123913018
AOX1	-0.0444313080344765	0.934764664572936
AOX2P	-0.115423982132413	NA
AP1AR	-0.13759185321531	NA
AP1B1	0.337497013898266	0.157810265139138
AP1G1	0.573214768365212	0.0691109702690278
AP1G2	0.0958963008262197	0.51807124712626
AP1M1	0.137511839154663	0.505912834919214
AP1M2	-0.0425185046085694	NA
AP1S1	-0.0950824687533656	NA
AP1S2	0.125783088612822	0.645423467544416
AP1S3	0.02774008608184	NA
AP2A1	-0.295760125936551	0.0612717030107072
AP2A2	0.0810542718688883	0.817392262878148
AP2B1	0.540259495557163	0.0502094852669758
AP2M1	0.0985811941740007	0.698206989912805
AP2S1	0.135239188975144	0.557488481181182
AP3B1	-0.0395920969757642	0.854281329676075
AP3B2	-0.100877235084166	NA
AP3D1	0.406274151723816	0.111165354411008
AP3M1	0.134571457819382	0.376693187266797
AP3M2	-0.0923597252868973	0.607457002008658
AP3S1	-0.0536578864618171	0.864210036006203
AP4B1	-0.156052405338674	NA
AP4E1	-0.100926774477902	NA
AP4M1	0.252128171565777	NA
AP4S1	0.0510198044373267	0.769319086495249
AP5B1	-0.126126913344334	NA
AP5M1	0.136584752387595	0.635541361965467
AP5S1	0.283039745884262	0.187507207619252
APAF1	-0.0525698405125139	NA
APBA1	0.0073036780670197	NA
APBA2	-0.228985427068757	0.127955053193542
APBA3	0.305340736674942	0.0533086790134465
APBB1	-0.0418662234712048	NA
APBB1IP	-0.163899565061348	NA
APBB2	0.0651367893188617	NA
APC	0.0198720660106826	NA
APC2	-0.109790964341646	NA
APCDD1	-0.57521214392793	0.0333247391862982
APCDD1L	0.408864381005493	0.180721586762607
APCDD1L-DT	0.0247474890797497	NA
APCS	-0.0703091688596409	NA
APEH	0.248082935962112	NA
APELA	-0.00926535209181534	NA
APEX1	0.0155034379673022	0.942047386229496
APEX2	0.215000141741552	0.203358400146805
APH1A	0.0236030295723513	NA
APH1B	0.108881794193478	0.52693239991349
API5	-0.16577368821061	0.370473882103482
APIP	-0.015421037366707	0.933717382916205
APLF	-0.0789936106339328	NA
APLN	-0.109373014950753	NA
APLNR	-0.244751320135156	0.606941757348475
APLP1	-0.0783685688233788	0.556087514762683
APLP2	0.14950851897146	0.571468732184691
APMAP	0.0632115822949011	NA
APOA1	-0.028617708967225	NA
APOA2	0.000687159775179857	NA
APOA4	-0.432226767596127	0.148811521382105
APOA5	-0.0431107714229269	0.762001566936974
APOB	0.0966475584824291	NA
APOBEC1	0.0119152286032733	NA
APOBEC2	-0.603008549924825	0.221362445927886
APOBEC3B	0.229367447301188	NA
APOBEC3C	-0.238306789402476	0.0960571098842051
APOBEC3D	-0.133706819190223	NA
APOBEC3F	-0.0824367564567225	0.720020228882601
APOBEC3G	-0.255623742053865	0.275965684486518
APOBEC4	0.0201433575179619	NA
APOBR	-0.00112251041385036	NA
APOC1	0.0820625397134727	0.886096568038327
APOC2	-0.12459981024018	NA
APOC3	-0.0773041735084155	NA
APOD	-1.28627159038587	0.0203359152002284
APOE	0.662974189976576	0.557194575364646
APOF	-0.144985456710494	NA
APOH	-0.126322120992197	NA
APOL1	0.135838402728176	0.670374340445513
APOL2	-0.14764011287375	0.355549662551328
APOL3	-0.00556581851117777	0.988892559965689
APOL4	0.0820651910658166	NA
APOL5	-0.236481186761463	NA
APOL6	0.116562895449951	0.800871589003681
APOLD1	-1.09224706685225	0.094109575525589
APOM	-0.0605146058958841	NA
APOO	0.190507608020818	0.343664691194426
APOOL	0.549390748934014	0.0185831415498485
APP	0.739888947754233	0.0980832936542636
APPBP2	0.462445765454909	0.0667711312159263
APPL1	0.0933224697392463	0.615729613528174
APPL2	0.22009255292715	NA
APRT	0.123798480825021	0.456833815218755
APTR	0.17307583706592	NA
APTX	0.0271883263932127	0.90420828418403
AQP1	0.45422693177168	0.110442498665511
AQP10	-0.0925590936305647	NA
AQP11	0.005186759572684	NA
AQP2	-0.168400096617349	0.274225832224723
AQP3	0.0101220716052604	0.964282046253597
AQP4	0.0407186122349414	NA
AQP4-AS1	-0.236976002051102	NA
AQP5	-0.0551940263980253	NA
AQP6	-0.223775207546312	0.131058569915009
AQP8	-0.253282259258451	NA
AQP9	0.574318244233107	NA
AQR	0.077860658561363	0.701092538738064
AR	-0.175963154709038	0.47283416771918
ARAF	0.382286560473957	NA
ARAP1	0.0454601895620872	0.893520109167265
ARAP3	-0.17576017188554	0.304402861248489
ARC	0.391369213940231	NA
ARCN1	0.166583316165195	0.405503569799265
AREG	-0.0717692187023569	NA
AREL1	-0.194237245436859	NA
ARF1	-0.163233279720893	0.33765152458822
ARF3	0.764806373804481	0.0749809051501577
ARF4	0.200945054385732	0.357636055353081
ARF5	0.147765149921381	0.451545027726034
ARF6	0.199862754715364	0.457207973645526
ARFGAP1	0.0200709624246311	0.928030273447853
ARFGAP2	0.163832196125152	0.351708325704704
ARFGAP3	0.0518814414400488	0.854615791429314
ARFGEF1	0.0134936211364574	0.96810435923457
ARFGEF2	0.0169865531341395	0.908693257823178
ARFGEF3	-0.091207041644688	NA
ARFIP1	0.335979750413072	0.114896843771518
ARFIP2	0.380202057002724	0.154250342140839
ARFRP1	-0.101734178101581	NA
ARG1	-0.128808974007882	NA
ARG2	0.350314109427333	NA
ARGLU1	-0.130808106808686	0.544588598976894
ARHGAP1	0.0715792151930099	NA
ARHGAP10	-0.109474218255342	0.598159505499771
ARHGAP11A	-0.0219280941988114	NA
ARHGAP12	-0.357314315848993	0.113982016851036
ARHGAP17	-0.158914492511894	0.362365592267636
ARHGAP18	-0.0305968968069585	0.948143861269441
ARHGAP19	-0.19502293174195	0.343559582398528
ARHGAP20	0.34897379909822	NA
ARHGAP21	-0.288220440080561	0.139765973292497
ARHGAP22	-0.0686743699081465	NA
ARHGAP22-IT1	-0.0881325390240182	NA
ARHGAP23	-0.251833178015946	0.234460254558875
ARHGAP24	0.0772019457870465	0.819696200695058
ARHGAP25	0.23690563520619	0.463400883280722
ARHGAP26	0.003855005271725	NA
ARHGAP26-AS1	-0.143532404295132	NA
ARHGAP27	-0.0379186354441154	NA
ARHGAP27P1	-0.0557952294335697	NA
ARHGAP28	0.147754491788489	NA
ARHGAP29	-0.139379352485537	NA
ARHGAP30	0.506789396090869	0.0470680096267276
ARHGAP31	-0.136804154411226	NA
ARHGAP32	-0.257172261549267	NA
ARHGAP33	-0.0926172801878193	0.562839486914845
ARHGAP35	0.140141140461767	0.497677240196616
ARHGAP36	-0.173594203066478	NA
ARHGAP39	0.0803625176677665	NA
ARHGAP4	0.216637618889084	0.267257166140296
ARHGAP42	-0.0878467673402854	NA
ARHGAP44	0.21033849700225	0.382346995960185
ARHGAP45	0.0527551397380011	0.747574825116248
ARHGAP5	0.299804564606091	0.208662971352733
ARHGAP5-AS1	0.0700212425808076	0.767476229230933
ARHGAP6	-0.153544464720914	0.450220374591461
ARHGAP9	0.253564708877569	0.435143847181458
ARHGDIA	0.0154980425640359	0.931375771168728
ARHGDIB	-0.373687439439197	0.276082529065739
ARHGDIG	-0.259105767141164	NA
ARHGEF1	-0.447118301631859	0.0838191420441935
ARHGEF10	-0.0197753685077071	NA
ARHGEF10L	0.258933815029113	0.150615044300282
ARHGEF11	-0.336379268490881	NA
ARHGEF12	-0.0900957801096496	NA
ARHGEF15	-0.159244051485393	0.267338696808317
ARHGEF16	-0.122392897265551	0.448151200985161
ARHGEF17	0.0834363702002721	0.592677765560429
ARHGEF18	0.499010720554507	0.0467492634140802
ARHGEF19	-0.0958691008615453	NA
ARHGEF2	-0.0454101449129301	0.800412803825986
ARHGEF25	0.0873338393824286	NA
ARHGEF26	0.156321230339428	NA
ARHGEF26-AS1	-0.108762024537214	NA
ARHGEF28	-0.0738460892203845	NA
ARHGEF3	0.0226392319811595	0.949690526519802
ARHGEF33	0.00983849044159202	NA
ARHGEF37	-0.197774295450011	0.37920389505105
ARHGEF38	0.00872911146336453	NA
ARHGEF39	-0.166094310663817	NA
ARHGEF4	0.0964049274468008	NA
ARHGEF40	-0.363453876346344	0.0980832936542636
ARHGEF5	-0.0146473100280033	0.930063619345607
ARHGEF6	-0.164745841812012	0.51184652597282
ARHGEF7	-0.205235076151443	NA
ARHGEF7-AS2	-0.0113169540896623	NA
ARHGEF7-IT1	-0.180445555848581	NA
ARHGEF9	0.367741300882734	NA
ARID1A	0.188116476817651	0.109231438850453
ARID1B	0.0654691745028693	0.804666068248231
ARID2	-0.0925147762168743	0.505036924033954
ARID3A	-0.102892794655101	NA
ARID3B	0.116046088370401	0.708710909401885
ARID4A	0.0291289505844308	0.869959346896285
ARID4B	0.0657695827768592	0.686910562395088
ARID5A	-0.202676480129909	0.39356568284028
ARID5B	-0.0946684399182072	NA
ARIH1	0.162573067675419	0.40955002394581
ARIH2	-0.0970529310474282	0.605504093959178
ARIH2OS	0.0772887082529699	NA
ARL1	0.160738249574742	0.484982779471241
ARL10	0.0562822291388603	NA
ARL11	0.142261761268664	NA
ARL13B	0.00732132117695006	0.978257648042744
ARL14	0.0234195864147013	NA
ARL14EP	-0.0815030158015837	0.606941757348475
ARL15	0.212728965214285	0.516923696415711
ARL16	-0.145991738659479	NA
ARL2	0.0884522067347868	0.639603671404108
ARL2BP	0.266076592042641	0.116903551154175
ARL3	-0.0855280614956726	0.602750749445524
ARL4A	-0.218237533893904	0.414041507981476
ARL4C	0.429771057027141	0.126483785752864
ARL4D	-0.137839292217623	0.490188999264541
ARL5B	0.0930868181843678	0.727581788531551
ARL5C	-0.180297397317106	NA
ARL6	0.440331245532445	NA
ARL6IP1	-0.283373099516337	0.235332331823639
ARL6IP4	0.099263128937439	0.653636488415965
ARL6IP5	-0.00255928636526015	0.991208400955574
ARL6IP6	0.0108340120190267	0.971173560420941
ARL8A	0.314655205760464	0.124838883208634
ARL8B	0.000277328360990481	0.998488776715319
ARL9	-0.208919563166544	NA
ARLNC1	-0.199229314689138	0.311969952195572
ARMC1	-0.0522216270138909	0.767768536810563
ARMC10	0.328875272707549	0.0720775223234169
ARMC12	0.0039563446766131	NA
ARMC2	0.0609990171813295	NA
ARMC3	-0.0540441051462928	NA
ARMC4	-0.0552549976500343	NA
ARMC5	-0.365940323838797	0.300409752692196
ARMC6	-0.333528580100676	0.048741253830548
ARMC7	0.0069776661804104	0.964282046253597
ARMC8	-0.0367879234192108	NA
ARMC9	-0.0536814099025262	NA
ARMCX1	-0.290816718078206	0.252509102048256
ARMCX2	0.259945841645215	0.387176734537745
ARMCX3	-0.432948195295596	0.0848878369419254
ARMCX4	-0.158821875809353	NA
ARMCX5	0.230271471639394	0.0952622649312097
ARMCX6	-0.0607676980247005	0.660620740267488
ARMH1	-0.0725461142720909	NA
ARMH3	0.365781660757285	NA
ARMH4	0.182503459648022	0.436121567223121
ARMT1	0.329509455494259	0.226537118322901
ARNT	0.219978772334721	0.344813050425025
ARNT2	0.127590254164705	0.549016092570257
ARNTL	-0.0155910693043024	NA
ARNTL2	0.159148127113151	0.641237531920554
ARNTL2-AS1	-0.0851333568650889	NA
ARPC1A	-0.0585112850348537	0.758211365632148
ARPC1B	0.20300492674116	0.293875181767773
ARPC2	-0.0340472808767025	0.886096568038327
ARPC3	-0.124803285311875	0.595769860941608
ARPC4	0.431108523335825	0.0544212684536076
ARPC5	0.205842453358224	0.422102597127944
ARPC5L	0.27897702246266	0.0981311333900756
ARPIN	0.2065086065799	0.428445695362071
ARPP19	0.0757816552220163	0.835543566300938
ARPP21	0.0450229904987669	NA
ARR3	-0.184711320106274	0.216756587037799
ARRB1	0.175151743891337	0.383992385075559
ARRB2	0.175269390778347	NA
ARRDC1	0.0554077075380901	NA
ARRDC1-AS1	-0.0810228479026005	0.736511856977511
ARRDC2	-0.178766867105835	0.561405803812173
ARRDC3	0.180180022679284	0.660960134903082
ARRDC3-AS1	-0.0864220361453718	NA
ARRDC4	0.729477700359716	0.0722498051134182
ARSA	-0.0773860018377466	NA
ARSB	0.186366250249412	NA
ARSD	-0.107053533893915	0.559144417996469
ARSF	-0.101980904805714	NA
ARSG	0.342606717954706	NA
ARSI	0.0195122691319689	NA
ARSJ	0.199413878147324	NA
ARSK	-0.0336505638254039	0.881142295905956
ARSL	-0.0122823734140374	NA
ART1	-0.0770854493511202	NA
ART3	-0.255883614261545	NA
ART4	-0.169030132982618	NA
ART5	-0.14121538456067	NA
ARTN	-0.154595460017714	NA
ARV1	0.107975524641503	0.408346450089299
ARVCF	-0.371728250089347	0.130569509807908
ARX	-0.278726900132987	0.35921457026309
AS3MT	0.42934394042275	NA
ASAH1	-0.00432310927479129	0.987515046197689
ASAH2B	-0.108123624533127	NA
ASAP1	-0.221101002699501	0.347903875428218
ASAP1-IT1	-0.0796953234107125	0.686910562395088
ASAP1-IT2	-0.080834593753397	NA
ASAP2	0.212509886983108	0.596098561374207
ASAP3	0.0939252259725416	0.641237531920554
ASB1	-0.118056671074998	NA
ASB10	-0.0755392809825439	NA
ASB11	-0.148471438696267	NA
ASB12	-0.379646654922845	0.163430743023336
ASB13	0.402471717466588	0.110999664759727
ASB14	-0.0466890289109809	NA
ASB15	-0.376099914477931	NA
ASB16	0.113005653363206	0.72924066884556
ASB16-AS1	0.0526764100947164	NA
ASB17	-0.00438973467656734	NA
ASB2	-0.116093917474642	NA
ASB3	-0.0456496951788283	NA
ASB4	-0.090189126750357	NA
ASB5	-0.894987462542867	NA
ASB6	0.134156732006494	0.588454946977707
ASB7	0.00705337977368803	0.963062848360438
ASB8	-0.406528973441258	0.0558260345724627
ASB9	-0.23508202802786	NA
ASCC1	0.193829208591565	0.351730293057487
ASCC2	-0.0178834249427799	NA
ASCC3	0.057302205598309	0.677963238714439
ASCL1	0.0123661593982236	NA
ASCL2	0.0107683530208948	NA
ASCL3	0.129560962390721	NA
ASCL5	-0.10101775115143	NA
ASF1A	0.0611494208127672	0.77023436355484
ASF1B	0.0723392252914197	NA
ASGR1	0.215799098062054	NA
ASGR2	-0.115796478964094	0.531125706046728
ASH1L	-0.445972086818962	0.0241813709792646
ASH1L-AS1	-0.0532251900041318	0.879834938538291
ASH2L	0.133527442530001	0.262602831580985
ASIC1	-0.0578974298303043	NA
ASIC2	-0.0682806234252911	NA
ASIC4	-0.25288762272859	NA
ASIC5	-0.0712931145219002	NA
ASIP	0.170050739548241	NA
ASL	0.246815403178098	NA
ASMT	-0.0366898272333254	NA
ASMTL	0.38315183667627	0.305007791263942
ASMTL-AS1	-0.119526701519788	NA
ASNS	-0.180952693365731	NA
ASNSD1	-0.382825496134704	0.122704934106049
ASPA	-0.40433638791573	0.39356568284028
ASPDH	-0.214219292732825	0.347460352553762
ASPG	0.0350225364074097	NA
ASPH	-0.311561149964779	0.40801693461195
ASPHD1	-0.0310986758110836	NA
ASPHD2	0.326585931128265	0.300785912580507
ASPM	0.113313278370694	NA
ASPN	-0.411773690251199	0.587458395977091
ASPRV1	-0.0332291113883425	0.853701370019639
ASPSCR1	0.13290054633205	NA
ASRGL1	-0.295454059877893	0.221362445927886
ASS1	-0.159032219687727	0.574533135637286
ASTE1	0.140036803196114	0.487018756756096
ASTN1	-0.0911213976884442	NA
ASTN2	-0.0769126599835044	NA
ASXL1	-0.140926566696007	0.469817516203053
ASXL2	0.463281007905219	NA
ASXL3	-0.171020751017086	NA
ASZ1	-0.0739339533405809	NA
ATAD1	-0.0375083823856768	0.844961806559515
ATAD2	0.392573852690823	NA
ATAD2B	-0.0437989635059788	NA
ATAD3A	0.133307379188646	0.499844337265368
ATAD3B	-0.0127061930681966	0.942264375526035
ATAD3C	-0.265665912268172	NA
ATAD5	-0.0273375564217773	NA
ATAT1	-0.0453774941535672	NA
ATCAY	0.0708043311490325	NA
ATE1	-0.0759240664074303	NA
ATF1	0.155110815385404	0.435702702687699
ATF2	0.107634208321714	NA
ATF3	-0.0739508619387594	NA
ATF4	-0.366703413924062	0.180796857379871
ATF5	-0.32936635947215	0.0660876133549339
ATF6	-0.0218161287468792	0.904109728637577
ATF6B	-0.109624047175549	NA
ATF7	0.0510238594345402	NA
ATF7IP	0.478895303191126	0.0586545535238438
ATF7IP2	0.110999396426098	0.513069969415688
ATG10	0.129287222752073	NA
ATG101	0.556606854717202	0.0530298806490943
ATG12	0.0907445621389096	0.640356068670368
ATG13	0.261356276979888	0.256489484336814
ATG14	-0.0734761743590369	0.718093798949728
ATG16L1	-0.104845980419956	NA
ATG16L2	0.164466791008315	0.408029344330116
ATG2A	0.198736206340189	0.288189167010034
ATG2B	0.0953910696787048	0.70654667130106
ATG3	-0.10567661896768	0.545218370840663
ATG4A	0.148011198224042	0.515255269320485
ATG4B	0.199506546515097	0.280862634254005
ATG4C	0.311469311436842	0.149625021610912
ATG4D	-0.128558980717713	0.687836474735616
ATG5	0.209492233151341	0.133012888479817
ATG7	0.23291327307769	0.268453149648877
ATG9A	0.224257722297114	0.120260967327202
ATG9B	-0.191849153032696	NA
ATIC	-0.00857639175479896	0.978907755153064
ATL1	0.492907165578931	0.180796857379871
ATL2	0.0992055406423331	NA
ATL3	0.13922788251219	0.525416293527418
ATM	-0.055295476614341	NA
ATMIN	-0.0117372927500092	0.966461545560907
ATN1	-0.122709598615454	0.357389418806634
ATOH1	-0.204607777979953	NA
ATOH7	-0.02941020470384	NA
ATOH8	-0.197123000234939	NA
ATOX1	0.619595294675737	0.0281076526561416
ATP10A	0.105080799142905	0.677963238714439
ATP10B	-0.183775739901185	NA
ATP10D	-0.0405517220075087	0.875536341058154
ATP11A	-0.133144331766259	NA
ATP11A-AS1	-0.0785548955118047	NA
ATP11B	0.0466479807178075	0.743457204223013
ATP11C	-0.299957954242172	0.0901114313975776
ATP12A	-0.190848339835663	NA
ATP13A1	0.621345222560302	0.094109575525589
ATP13A2	-0.0369088927582562	NA
ATP13A3	-0.175104983845507	0.225624414618365
ATP13A4	-0.0218416636026428	NA
ATP13A4-AS1	-0.0551275756533594	NA
ATP13A5	-0.0674665981501681	NA
ATP1A1	-0.207707821181138	0.142417307468819
ATP1A1-AS1	0.0535626876638808	NA
ATP1A2	-1.02865661908856	0.0252414578917252
ATP1A3	0.0146750375709139	NA
ATP1A4	-0.0305232035806458	NA
ATP1B1	0.29630262688449	0.445691504024232
ATP1B2	0.0696098094127828	0.704628793448075
ATP1B3	-0.146685262417459	NA
ATP1B4	-0.128621397499564	NA
ATP23	0.190355393066787	NA
ATP2A1	-0.0797910132106248	0.820425034553852
ATP2A1-AS1	0.11465589894008	NA
ATP2A2	0.0230025203935673	0.923360984292949
ATP2A3	0.00715400109351716	NA
ATP2B1	0.618339425799129	0.101375809914373
